event_id,customer_id,event_type,event_date
EVT0004665,CUST02737,purchase,2023-06-23
EVT0004666,CUST02569,visit,2024-11-14
EVT0004667,CUST02569,cart,2024-11-20
EVT0004668,CUST02569,purchase,2024-11-20
EVT0004669,CUST01967,visit,2024-06-27
EVT0004670,CUST01967,cart,2024-06-29
EVT0004671,CUST01967,purchase,2024-07-02
EVT0004672,CUST01396,visit,2024-12-17
EVT0004673,CUST01396,cart,2024-12-21
EVT0004674,CUST01396,purchase,2024-12-22
EVT0004675,CUST01263,visit,2024-11-15
EVT0004676,CUST01263,cart,2024-11-15
EVT0004677,CUST01263,purchase,2024-11-16
EVT0004678,CUST04317,visit,2024-03-10
EVT0004679,CUST04317,cart,2024-03-11
EVT0004680,CUST04317,purchase,2024-03-13
EVT0004681,CUST01413,visit,2024-03-24
EVT0004682,CUST01413,cart,2024-03-23
EVT0004683,CUST01413,purchase,2024-03-25
EVT0004684,CUST04969,visit,2023-08-11
EVT0004685,CUST04969,cart,2023-08-15
EVT0004686,CUST04969,purchase,2023-08-18
EVT0004687,CUST01903,visit,2023-09-27
EVT0004688,CUST01903,cart,2023-10-02
EVT0004689,CUST01903,purchase,2023-10-02
EVT0004690,CUST02159,visit,2023-09-18
EVT0004691,CUST02159,cart,2023-09-17
EVT0004692,CUST02159,purchase,2023-09-19
EVT0004693,CUST01162,visit,2024-11-08
EVT0004694,CUST01162,cart,2024-11-12
EVT0004695,CUST01162,purchase,2024-11-12
EVT0004696,CUST00637,visit,2024-10-29
EVT0004697,CUST00637,cart,2024-11-03
EVT0004698,CUST00637,purchase,2024-11-04
EVT0004699,CUST01497,visit,2024-10-31
EVT0004700,CUST01497,cart,2024-10-28
EVT0004701,CUST01497,purchase,2024-10-31
EVT0004702,CUST01346,visit,2023-08-23
EVT0004703,CUST01346,cart,2023-08-30
EVT0004704,CUST01346,purchase,2023-08-30
EVT0004705,CUST02176,visit,2024-10-18
EVT0004706,CUST02176,cart,2024-10-19
EVT0004707,CUST02176,purchase,2024-10-20
EVT0004708,CUST02471,visit,2024-10-06
EVT0004709,CUST02471,cart,2024-10-08
EVT0004710,CUST02471,purchase,2024-10-08
EVT0004711,CUST04494,visit,2024-02-20
EVT0004712,CUST04494,cart,2024-02-19
EVT0004713,CUST04494,purchase,2024-02-22
EVT0004714,CUST00918,visit,2024-09-22
EVT0004715,CUST00918,cart,2024-09-27
EVT0004716,CUST00918,purchase,2024-09-27
EVT0004717,CUST02758,visit,2024-12-27
EVT0004718,CUST02758,cart,2024-12-27
EVT0004719,CUST02758,purchase,2024-12-29
EVT0004720,CUST02316,visit,2024-12-09
EVT0004721,CUST02316,cart,2024-12-10
EVT0004722,CUST02316,purchase,2024-12-13
EVT0004723,CUST02748,visit,2024-10-30
EVT0004724,CUST02748,cart,2024-10-30
EVT0004725,CUST02748,purchase,2024-11-02
EVT0004726,CUST02338,visit,2024-11-25
EVT0004727,CUST02338,cart,2024-11-26
EVT0004728,CUST02338,purchase,2024-11-27
EVT0004729,CUST03350,visit,2023-09-20
EVT0004730,CUST03350,cart,2023-09-24
EVT0004731,CUST03350,purchase,2023-09-27
EVT0004732,CUST04739,visit,2024-09-24
EVT0004733,CUST04739,cart,2024-09-24
EVT0004734,CUST04739,purchase,2024-09-24
EVT0004735,CUST00330,visit,2024-08-13
EVT0004736,CUST00330,cart,2024-08-16
EVT0004737,CUST00330,purchase,2024-08-18
EVT0004738,CUST02010,visit,2024-11-18
EVT0004739,CUST02010,cart,2024-11-18
EVT0004740,CUST02010,purchase,2024-11-18
EVT0004741,CUST00977,visit,2024-09-13
EVT0004742,CUST00977,cart,2024-09-17
EVT0004743,CUST00977,purchase,2024-09-18
EVT0004744,CUST02786,visit,2023-04-25
EVT0004745,CUST02786,cart,2023-04-29
EVT0004746,CUST02786,purchase,2023-05-02
EVT0004747,CUST03997,visit,2023-10-01
EVT0004748,CUST03997,cart,2023-10-01
EVT0004749,CUST03997,purchase,2023-10-02
EVT0004750,CUST00368,visit,2024-06-21
EVT0004751,CUST00368,cart,2024-06-21
EVT0004752,CUST00368,purchase,2024-06-21
EVT0004753,CUST02601,visit,2024-07-16
EVT0004754,CUST02601,cart,2024-07-19
EVT0004755,CUST02601,purchase,2024-07-22
EVT0004756,CUST03051,visit,2024-10-28
EVT0004757,CUST03051,cart,2024-11-03
EVT0004758,CUST03051,purchase,2024-11-04
EVT0004759,CUST04010,visit,2024-03-17
EVT0004760,CUST04010,cart,2024-03-17
EVT0004761,CUST04010,purchase,2024-03-17
EVT0004762,CUST02518,visit,2024-07-22
EVT0004763,CUST02518,cart,2024-07-26
EVT0004764,CUST02518,purchase,2024-07-28
EVT0004765,CUST00447,visit,2024-01-14
EVT0004766,CUST00447,cart,2024-01-13
EVT0004767,CUST00447,purchase,2024-01-16
EVT0004768,CUST04150,visit,2024-10-06
EVT0004769,CUST04150,cart,2024-10-04
EVT0004770,CUST04150,purchase,2024-10-07
EVT0004771,CUST01933,visit,2024-08-10
EVT0004772,CUST01933,cart,2024-08-16
EVT0004773,CUST01933,purchase,2024-08-17
EVT0004774,CUST04206,visit,2023-10-06
EVT0004775,CUST04206,cart,2023-10-12
EVT0004776,CUST04206,purchase,2023-10-12
EVT0004777,CUST03165,visit,2023-09-30
EVT0004778,CUST03165,cart,2023-09-30
EVT0004779,CUST03165,purchase,2023-10-03
EVT0004780,CUST00311,visit,2024-12-30
EVT0004781,CUST00311,cart,2024-12-28
EVT0004782,CUST00311,purchase,2024-12-30
EVT0004783,CUST02130,visit,2024-11-12
EVT0004784,CUST02130,cart,2024-11-14
EVT0004785,CUST02130,purchase,2024-11-15
EVT0004786,CUST02952,visit,2024-09-17
EVT0004787,CUST02952,cart,2024-09-20
EVT0004788,CUST02952,purchase,2024-09-21
EVT0004789,CUST04151,visit,2024-01-22
EVT0004790,CUST04151,cart,2024-01-25
EVT0004791,CUST04151,purchase,2024-01-25
EVT0004792,CUST02501,visit,2023-12-17
EVT0004793,CUST02501,cart,2023-12-20
EVT0004794,CUST02501,purchase,2023-12-23
EVT0004795,CUST01251,visit,2024-10-28
EVT0004796,CUST01251,cart,2024-10-29
EVT0004797,CUST01251,purchase,2024-11-01
EVT0004798,CUST00089,visit,2024-11-24
EVT0004799,CUST00089,cart,2024-11-30
EVT0004800,CUST00089,purchase,2024-12-01
EVT0004801,CUST02038,visit,2024-09-29
EVT0004802,CUST02038,cart,2024-10-02
EVT0004803,CUST02038,purchase,2024-10-02
EVT0004804,CUST03900,visit,2024-10-30
EVT0004805,CUST03900,cart,2024-11-02
EVT0004806,CUST03900,purchase,2024-11-05
EVT0004807,CUST02614,visit,2024-06-19
EVT0004808,CUST02614,cart,2024-06-18
EVT0004809,CUST02614,purchase,2024-06-20
EVT0004810,CUST03768,visit,2024-08-16
EVT0004811,CUST03768,cart,2024-08-19
EVT0004812,CUST03768,purchase,2024-08-22
EVT0004813,CUST00825,visit,2024-07-13
EVT0004814,CUST00825,cart,2024-07-13
EVT0004815,CUST00825,purchase,2024-07-14
EVT0004816,CUST00932,visit,2024-10-20
EVT0004817,CUST00932,cart,2024-10-22
EVT0004818,CUST00932,purchase,2024-10-23
EVT0004819,CUST04725,visit,2024-02-13
EVT0004820,CUST04725,cart,2024-02-18
EVT0004821,CUST04725,purchase,2024-02-19
EVT0004822,CUST01689,visit,2024-12-04
EVT0004823,CUST01689,cart,2024-12-04
EVT0004824,CUST01689,purchase,2024-12-05
EVT0004825,CUST04175,visit,2024-08-23
EVT0004826,CUST04175,cart,2024-08-28
EVT0004827,CUST04175,purchase,2024-08-30
EVT0004828,CUST04861,visit,2024-12-18
EVT0004829,CUST04861,cart,2024-12-17
EVT0004830,CUST04861,purchase,2024-12-20
EVT0004831,CUST03911,visit,2024-12-16
EVT0004832,CUST03911,cart,2024-12-19
EVT0004833,CUST03911,purchase,2024-12-20
EVT0004834,CUST03598,visit,2024-01-05
EVT0004835,CUST03598,cart,2024-01-08
EVT0004836,CUST03598,purchase,2024-01-10
EVT0004837,CUST04056,visit,2023-01-31
EVT0004838,CUST04056,cart,2023-02-04
EVT0004839,CUST04056,purchase,2023-02-05
EVT0004840,CUST02190,visit,2024-11-30
EVT0004841,CUST02190,cart,2024-12-04
EVT0004842,CUST02190,purchase,2024-12-05
EVT0004843,CUST03175,visit,2024-06-03
EVT0004844,CUST03175,cart,2024-06-07
EVT0004845,CUST03175,purchase,2024-06-07
EVT0004846,CUST03165,visit,2024-10-21
EVT0004847,CUST03165,cart,2024-10-27
EVT0004848,CUST03165,purchase,2024-10-27
EVT0004849,CUST01660,visit,2024-08-22
EVT0004850,CUST01660,cart,2024-08-25
EVT0004851,CUST01660,purchase,2024-08-28
EVT0004852,CUST01964,visit,2024-08-18
EVT0004853,CUST01964,cart,2024-08-18
EVT0004854,CUST01964,purchase,2024-08-21
EVT0004855,CUST00723,visit,2024-09-05
EVT0004856,CUST00723,cart,2024-09-06
EVT0004857,CUST00723,purchase,2024-09-07
EVT0004858,CUST02660,visit,2024-07-26
EVT0004859,CUST02660,cart,2024-07-31
EVT0004860,CUST02660,purchase,2024-07-31
EVT0004861,CUST03001,visit,2024-10-15
EVT0004862,CUST03001,cart,2024-10-20
EVT0004863,CUST03001,purchase,2024-10-22
EVT0004864,CUST04958,visit,2024-02-12
EVT0004865,CUST04958,cart,2024-02-17
EVT0004866,CUST04958,purchase,2024-02-17
EVT0004867,CUST00663,visit,2024-11-07
EVT0004868,CUST00663,cart,2024-11-11
EVT0004869,CUST00663,purchase,2024-11-11
EVT0004870,CUST03145,visit,2023-02-16
EVT0004871,CUST03145,cart,2023-02-18
EVT0004872,CUST03145,purchase,2023-02-19
EVT0004873,CUST00293,visit,2024-10-19
EVT0004874,CUST00293,cart,2024-10-22
EVT0004875,CUST00293,purchase,2024-10-25
EVT0004876,CUST01960,visit,2024-12-04
EVT0004877,CUST01960,cart,2024-12-06
EVT0004878,CUST01960,purchase,2024-12-07
EVT0004879,CUST01352,visit,2024-11-30
EVT0004880,CUST01352,cart,2024-12-02
EVT0004881,CUST01352,purchase,2024-12-04
EVT0004882,CUST01166,visit,2024-12-29
EVT0004883,CUST01166,cart,2024-12-27
EVT0004884,CUST01166,purchase,2024-12-30
EVT0004885,CUST01251,visit,2024-11-10
EVT0004886,CUST01251,cart,2024-11-10
EVT0004887,CUST01251,purchase,2024-11-13
EVT0004888,CUST03816,visit,2024-08-29
EVT0004889,CUST03816,cart,2024-08-28
EVT0004890,CUST03816,purchase,2024-08-31
EVT0004891,CUST01820,visit,2024-12-15
EVT0004892,CUST01820,cart,2024-12-18
EVT0004893,CUST01820,purchase,2024-12-20
EVT0004894,CUST01564,visit,2024-11-22
EVT0004895,CUST01564,cart,2024-11-26
EVT0004896,CUST01564,purchase,2024-11-27
EVT0004897,CUST02860,visit,2023-07-02
EVT0004898,CUST02860,cart,2023-07-06
EVT0004899,CUST02860,purchase,2023-07-09
EVT0004900,CUST01976,visit,2024-12-15
EVT0004901,CUST01976,cart,2024-12-15
EVT0004902,CUST01976,purchase,2024-12-16
EVT0004903,CUST00951,visit,2024-06-05
EVT0004904,CUST00951,cart,2024-06-07
EVT0004905,CUST00951,purchase,2024-06-07
EVT0004906,CUST00753,visit,2024-12-07
EVT0004907,CUST00753,cart,2024-12-10
EVT0004908,CUST00753,purchase,2024-12-10
EVT0004909,CUST02072,visit,2023-04-27
EVT0004910,CUST02072,cart,2023-04-29
EVT0004911,CUST02072,purchase,2023-04-30
EVT0004912,CUST04927,visit,2023-11-18
EVT0004913,CUST04927,cart,2023-11-19
EVT0004914,CUST04927,purchase,2023-11-19
EVT0004915,CUST04790,visit,2024-12-26
EVT0004916,CUST04790,cart,2024-12-28
EVT0004917,CUST04790,purchase,2024-12-29
EVT0004918,CUST04215,visit,2024-08-25
EVT0004919,CUST04215,cart,2024-08-31
EVT0004920,CUST04215,purchase,2024-09-01
EVT0004921,CUST03836,visit,2024-10-30
EVT0004922,CUST03836,cart,2024-10-30
EVT0004923,CUST03836,purchase,2024-11-02
EVT0004924,CUST04612,visit,2024-11-18
EVT0004925,CUST04612,cart,2024-11-19
EVT0004926,CUST04612,purchase,2024-11-19
EVT0004927,CUST00004,visit,2024-05-07
EVT0004928,CUST00004,cart,2024-05-08
EVT0004929,CUST00004,purchase,2024-05-10
EVT0004930,CUST02095,visit,2023-11-07
EVT0004931,CUST02095,cart,2023-11-10
EVT0004932,CUST02095,purchase,2023-11-10
EVT0004933,CUST01001,visit,2024-05-19
EVT0004934,CUST01001,cart,2024-05-25
EVT0004935,CUST01001,purchase,2024-05-25
EVT0004936,CUST01330,visit,2023-11-08
EVT0004937,CUST01330,cart,2023-11-14
EVT0004938,CUST01330,purchase,2023-11-15
EVT0004939,CUST00858,visit,2024-12-21
EVT0004940,CUST00858,cart,2024-12-23
EVT0004941,CUST00858,purchase,2024-12-24
EVT0004942,CUST02388,visit,2024-09-24
EVT0004943,CUST02388,cart,2024-09-24
EVT0004944,CUST02388,purchase,2024-09-26
EVT0004945,CUST03594,visit,2024-12-10
EVT0004946,CUST03594,cart,2024-12-15
EVT0004947,CUST03594,purchase,2024-12-15
EVT0004948,CUST00302,visit,2024-05-22
EVT0004949,CUST00302,cart,2024-05-23
EVT0004950,CUST00302,purchase,2024-05-23
EVT0004951,CUST03060,visit,2024-10-31
EVT0004952,CUST03060,cart,2024-11-04
EVT0004953,CUST03060,purchase,2024-11-05
EVT0004954,CUST04820,visit,2023-11-08
EVT0004955,CUST04820,cart,2023-11-12
EVT0004956,CUST04820,purchase,2023-11-15
EVT0004957,CUST00444,visit,2024-11-23
EVT0004958,CUST00444,cart,2024-11-28
EVT0004959,CUST00444,purchase,2024-11-29
EVT0004960,CUST04505,visit,2024-09-30
EVT0004961,CUST04505,cart,2024-09-30
EVT0004962,CUST04505,purchase,2024-10-02
EVT0004963,CUST03468,visit,2024-08-15
EVT0004964,CUST03468,cart,2024-08-18
EVT0004965,CUST03468,purchase,2024-08-18
EVT0004966,CUST00286,visit,2023-09-27
EVT0004967,CUST00286,cart,2023-10-01
EVT0004968,CUST00286,purchase,2023-10-04
EVT0004969,CUST03095,visit,2024-12-19
EVT0004970,CUST03095,cart,2024-12-25
EVT0004971,CUST03095,purchase,2024-12-25
EVT0004972,CUST01904,visit,2024-09-23
EVT0004973,CUST01904,cart,2024-09-23
EVT0004974,CUST01904,purchase,2024-09-24
EVT0004975,CUST01379,visit,2024-09-17
EVT0004976,CUST01379,cart,2024-09-16
EVT0004977,CUST01379,purchase,2024-09-19
EVT0004978,CUST03559,visit,2024-06-19
EVT0004979,CUST03559,cart,2024-06-22
EVT0004980,CUST03559,purchase,2024-06-23
EVT0004981,CUST01704,visit,2023-09-24
EVT0004982,CUST01704,cart,2023-09-25
EVT0004983,CUST01704,purchase,2023-09-25
EVT0004984,CUST02556,visit,2023-05-22
EVT0004985,CUST02556,cart,2023-05-26
EVT0004986,CUST02556,purchase,2023-05-26
EVT0004987,CUST01095,visit,2024-05-06
EVT0004988,CUST01095,cart,2024-05-12
EVT0004989,CUST01095,purchase,2024-05-12
EVT0004990,CUST01269,visit,2024-12-11
EVT0004991,CUST01269,cart,2024-12-12
EVT0004992,CUST01269,purchase,2024-12-15
EVT0004993,CUST02013,visit,2023-11-04
EVT0004994,CUST02013,cart,2023-11-10
EVT0004995,CUST02013,purchase,2023-11-11
EVT0004996,CUST03276,visit,2024-07-13
EVT0004997,CUST03276,cart,2024-07-14
EVT0004998,CUST03276,purchase,2024-07-15
EVT0004999,CUST01725,visit,2024-11-27
EVT0005000,CUST01725,cart,2024-11-30
EVT0005001,CUST01725,purchase,2024-12-03
EVT0005002,CUST02535,visit,2024-12-12
EVT0005003,CUST02535,cart,2024-12-10
EVT0005004,CUST02535,purchase,2024-12-12
EVT0005005,CUST02412,visit,2024-09-28
EVT0005006,CUST02412,cart,2024-09-28
EVT0005007,CUST02412,purchase,2024-10-01
EVT0005008,CUST04000,visit,2024-09-30
EVT0005009,CUST04000,cart,2024-10-01
EVT0005010,CUST04000,purchase,2024-10-01
EVT0005011,CUST03480,visit,2024-10-03
EVT0005012,CUST03480,cart,2024-10-08
EVT0005013,CUST03480,purchase,2024-10-08
EVT0005014,CUST01422,visit,2023-11-03
EVT0005015,CUST01422,cart,2023-11-08
EVT0005016,CUST01422,purchase,2023-11-08
EVT0005017,CUST01528,visit,2024-10-08
EVT0005018,CUST01528,cart,2024-10-09
EVT0005019,CUST01528,purchase,2024-10-11
EVT0005020,CUST02315,visit,2024-08-02
EVT0005021,CUST02315,cart,2024-07-30
EVT0005022,CUST02315,purchase,2024-08-02
EVT0005023,CUST03212,visit,2024-12-13
EVT0005024,CUST03212,cart,2024-12-14
EVT0005025,CUST03212,purchase,2024-12-15
EVT0005026,CUST02576,visit,2024-11-18
EVT0005027,CUST02576,cart,2024-11-21
EVT0005028,CUST02576,purchase,2024-11-23
EVT0005029,CUST04146,visit,2024-10-06
EVT0005030,CUST04146,cart,2024-10-05
EVT0005031,CUST04146,purchase,2024-10-07
EVT0005032,CUST01229,visit,2024-05-18
EVT0005033,CUST01229,cart,2024-05-24
EVT0005034,CUST01229,purchase,2024-05-24
EVT0005035,CUST00068,visit,2024-02-12
EVT0005036,CUST00068,cart,2024-02-18
EVT0005037,CUST00068,purchase,2024-02-18
EVT0005038,CUST00222,visit,2024-11-24
EVT0005039,CUST00222,cart,2024-11-28
EVT0005040,CUST00222,purchase,2024-11-29
EVT0005041,CUST04304,visit,2024-11-09
EVT0005042,CUST04304,cart,2024-11-09
EVT0005043,CUST04304,purchase,2024-11-12
EVT0005044,CUST03646,visit,2023-10-03
EVT0005045,CUST03646,cart,2023-10-03
EVT0005046,CUST03646,purchase,2023-10-04
EVT0005047,CUST00344,visit,2024-10-22
EVT0005048,CUST00344,cart,2024-10-25
EVT0005049,CUST00344,purchase,2024-10-25
EVT0005050,CUST04252,visit,2024-07-17
EVT0005051,CUST04252,cart,2024-07-23
EVT0005052,CUST04252,purchase,2024-07-24
EVT0005053,CUST00656,visit,2024-12-18
EVT0005054,CUST00656,cart,2024-12-22
EVT0005055,CUST00656,purchase,2024-12-23
EVT0005056,CUST01616,visit,2024-09-03
EVT0005057,CUST01616,cart,2024-09-03
EVT0005058,CUST01616,purchase,2024-09-06
EVT0005059,CUST01303,visit,2024-11-16
EVT0005060,CUST01303,cart,2024-11-17
EVT0005061,CUST01303,purchase,2024-11-17
EVT0005062,CUST04242,visit,2024-12-07
EVT0005063,CUST04242,cart,2024-12-08
EVT0005064,CUST04242,purchase,2024-12-09
EVT0005065,CUST01966,visit,2024-09-01
EVT0005066,CUST01966,cart,2024-09-03
EVT0005067,CUST01966,purchase,2024-09-04
EVT0005068,CUST02945,visit,2024-12-09
EVT0005069,CUST02945,cart,2024-12-10
EVT0005070,CUST02945,purchase,2024-12-12
EVT0005071,CUST03153,visit,2024-06-23
EVT0005072,CUST03153,cart,2024-06-24
EVT0005073,CUST03153,purchase,2024-06-27
EVT0005074,CUST04903,visit,2024-09-19
EVT0005075,CUST04903,cart,2024-09-19
EVT0005076,CUST04903,purchase,2024-09-19
EVT0005077,CUST04572,visit,2024-01-27
EVT0005078,CUST04572,cart,2024-02-02
EVT0005079,CUST04572,purchase,2024-02-02
EVT0005080,CUST04759,visit,2024-03-30
EVT0005081,CUST04759,cart,2024-04-02
EVT0005082,CUST04759,purchase,2024-04-02
EVT0005083,CUST02834,visit,2024-02-24
EVT0005084,CUST02834,cart,2024-02-21
EVT0005085,CUST02834,purchase,2024-02-24
EVT0005086,CUST00108,visit,2024-11-01
EVT0005087,CUST00108,cart,2024-11-01
EVT0005088,CUST00108,purchase,2024-11-04
EVT0005089,CUST04309,visit,2023-07-13
EVT0005090,CUST04309,cart,2023-07-16
EVT0005091,CUST04309,purchase,2023-07-17
EVT0005092,CUST01832,visit,2023-09-15
EVT0005093,CUST01832,cart,2023-09-21
EVT0005094,CUST01832,purchase,2023-09-22
EVT0005095,CUST01651,visit,2023-04-06
EVT0005096,CUST01651,cart,2023-04-09
EVT0005097,CUST01651,purchase,2023-04-10
EVT0005098,CUST03414,visit,2024-08-05
EVT0005099,CUST03414,cart,2024-08-04
EVT0005100,CUST03414,purchase,2024-08-06
EVT0005101,CUST02180,visit,2024-12-03
EVT0005102,CUST02180,cart,2024-12-09
EVT0005103,CUST02180,purchase,2024-12-09
EVT0005104,CUST04803,visit,2024-06-18
EVT0005105,CUST04803,cart,2024-06-17
EVT0005106,CUST04803,purchase,2024-06-19
EVT0005107,CUST00268,visit,2024-12-16
EVT0005108,CUST00268,cart,2024-12-19
EVT0005109,CUST00268,purchase,2024-12-20
EVT0005110,CUST03364,visit,2024-10-05
EVT0005111,CUST03364,cart,2024-10-02
EVT0005112,CUST03364,purchase,2024-10-05
EVT0005113,CUST03091,visit,2024-09-02
EVT0005114,CUST03091,cart,2024-09-02
EVT0005115,CUST03091,purchase,2024-09-04
EVT0005116,CUST03893,visit,2024-05-05
EVT0005117,CUST03893,cart,2024-05-09
EVT0005118,CUST03893,purchase,2024-05-11
EVT0005119,CUST02110,visit,2024-05-04
EVT0005120,CUST02110,cart,2024-05-06
EVT0005121,CUST02110,purchase,2024-05-06
EVT0005122,CUST01675,visit,2023-09-16
EVT0005123,CUST01675,cart,2023-09-19
EVT0005124,CUST01675,purchase,2023-09-19
EVT0005125,CUST01764,visit,2024-12-13
EVT0005126,CUST01764,cart,2024-12-15
EVT0005127,CUST01764,purchase,2024-12-18
EVT0005128,CUST02500,visit,2024-08-18
EVT0005129,CUST02500,cart,2024-08-23
EVT0005130,CUST02500,purchase,2024-08-25
EVT0005131,CUST03180,visit,2024-12-06
EVT0005132,CUST03180,cart,2024-12-05
EVT0005133,CUST03180,purchase,2024-12-07
EVT0005134,CUST02871,visit,2024-12-14
EVT0005135,CUST02871,cart,2024-12-20
EVT0005136,CUST02871,purchase,2024-12-21
EVT0005137,CUST00175,visit,2023-08-30
EVT0005138,CUST00175,cart,2023-09-02
EVT0005139,CUST00175,purchase,2023-09-05
EVT0005140,CUST02560,visit,2024-10-20
EVT0005141,CUST02560,cart,2024-10-18
EVT0005142,CUST02560,purchase,2024-10-20
EVT0005143,CUST02768,visit,2024-11-24
EVT0005144,CUST02768,cart,2024-11-27
EVT0005145,CUST02768,purchase,2024-11-28
EVT0005146,CUST03215,visit,2024-03-04
EVT0005147,CUST03215,cart,2024-03-06
EVT0005148,CUST03215,purchase,2024-03-06
EVT0005149,CUST03559,visit,2024-08-04
EVT0005150,CUST03559,cart,2024-08-08
EVT0005151,CUST03559,purchase,2024-08-11
EVT0005152,CUST03905,visit,2024-10-19
EVT0005153,CUST03905,cart,2024-10-23
EVT0005154,CUST03905,purchase,2024-10-23
EVT0005155,CUST04865,visit,2024-10-30
EVT0005156,CUST04865,cart,2024-10-29
EVT0005157,CUST04865,purchase,2024-10-30
EVT0005158,CUST01021,visit,2024-10-18
EVT0005159,CUST01021,cart,2024-10-21
EVT0005160,CUST01021,purchase,2024-10-21
EVT0005161,CUST01923,visit,2024-12-02
EVT0005162,CUST01923,cart,2024-12-09
EVT0005163,CUST01923,purchase,2024-12-09
EVT0005164,CUST03361,visit,2023-05-04
EVT0005165,CUST03361,cart,2023-05-03
EVT0005166,CUST03361,purchase,2023-05-04
EVT0005167,CUST00330,visit,2024-12-02
EVT0005168,CUST00330,cart,2024-12-07
EVT0005169,CUST00330,purchase,2024-12-07
EVT0005170,CUST04964,visit,2024-09-30
EVT0005171,CUST04964,cart,2024-10-04
EVT0005172,CUST04964,purchase,2024-10-06
EVT0005173,CUST04977,visit,2024-12-20
EVT0005174,CUST04977,cart,2024-12-23
EVT0005175,CUST04977,purchase,2024-12-25
EVT0005176,CUST04709,visit,2024-01-25
EVT0005177,CUST04709,cart,2024-01-29
EVT0005178,CUST04709,purchase,2024-01-31
EVT0005179,CUST02029,visit,2024-11-01
EVT0005180,CUST02029,cart,2024-11-03
EVT0005181,CUST02029,purchase,2024-11-04
EVT0005182,CUST03897,visit,2024-05-29
EVT0005183,CUST03897,cart,2024-05-27
EVT0005184,CUST03897,purchase,2024-05-30
EVT0005185,CUST01598,visit,2024-10-20
EVT0005186,CUST01598,cart,2024-10-19
EVT0005187,CUST01598,purchase,2024-10-20
EVT0005188,CUST01887,visit,2024-09-23
EVT0005189,CUST01887,cart,2024-09-29
EVT0005190,CUST01887,purchase,2024-09-30
EVT0005191,CUST03902,visit,2024-12-17
EVT0005192,CUST03902,cart,2024-12-18
EVT0005193,CUST03902,purchase,2024-12-18
EVT0005194,CUST00753,visit,2024-08-19
EVT0005195,CUST00753,cart,2024-08-19
EVT0005196,CUST00753,purchase,2024-08-21
EVT0005197,CUST04806,visit,2024-10-12
EVT0005198,CUST04806,cart,2024-10-13
EVT0005199,CUST04806,purchase,2024-10-13
EVT0005200,CUST01026,visit,2024-09-08
EVT0005201,CUST01026,cart,2024-09-14
EVT0005202,CUST01026,purchase,2024-09-15
EVT0005203,CUST01836,visit,2024-12-05
EVT0005204,CUST01836,cart,2024-12-09
EVT0005205,CUST01836,purchase,2024-12-10
EVT0005206,CUST00852,visit,2024-10-07
EVT0005207,CUST00852,cart,2024-10-11
EVT0005208,CUST00852,purchase,2024-10-14
EVT0005209,CUST04781,visit,2024-11-01
EVT0005210,CUST04781,cart,2024-11-08
EVT0005211,CUST04781,purchase,2024-11-08
EVT0005212,CUST01871,visit,2023-01-26
EVT0005213,CUST01871,cart,2023-01-26
EVT0005214,CUST01871,purchase,2023-01-28
EVT0005215,CUST01785,visit,2023-07-24
EVT0005216,CUST01785,cart,2023-07-26
EVT0005217,CUST01785,purchase,2023-07-26
EVT0005218,CUST01390,visit,2024-11-25
EVT0005219,CUST01390,cart,2024-11-28
EVT0005220,CUST01390,purchase,2024-11-30
EVT0005221,CUST01167,visit,2023-11-01
EVT0005222,CUST01167,cart,2023-11-04
EVT0005223,CUST01167,purchase,2023-11-06
EVT0005224,CUST00827,visit,2023-09-20
EVT0005225,CUST00827,cart,2023-09-23
EVT0005226,CUST00827,purchase,2023-09-25
EVT0005227,CUST04512,visit,2024-01-15
EVT0005228,CUST04512,cart,2024-01-13
EVT0005229,CUST04512,purchase,2024-01-15
EVT0005230,CUST04410,visit,2024-06-21
EVT0005231,CUST04410,cart,2024-06-22
EVT0005232,CUST04410,purchase,2024-06-22
EVT0005233,CUST01760,visit,2024-07-26
EVT0005234,CUST01760,cart,2024-07-23
EVT0005235,CUST01760,purchase,2024-07-26
EVT0005236,CUST03098,visit,2024-03-04
EVT0005237,CUST03098,cart,2024-03-07
EVT0005238,CUST03098,purchase,2024-03-09
EVT0005239,CUST01820,visit,2024-12-25
EVT0005240,CUST01820,cart,2024-12-25
EVT0005241,CUST01820,purchase,2024-12-28
EVT0005242,CUST01695,visit,2023-06-06
EVT0005243,CUST01695,cart,2023-06-05
EVT0005244,CUST01695,purchase,2023-06-06
EVT0005245,CUST01959,visit,2024-12-14
EVT0005246,CUST01959,cart,2024-12-20
EVT0005247,CUST01959,purchase,2024-12-21
EVT0005248,CUST03538,visit,2024-11-11
EVT0005249,CUST03538,cart,2024-11-13
EVT0005250,CUST03538,purchase,2024-11-13
EVT0005251,CUST01965,visit,2024-09-20
EVT0005252,CUST01965,cart,2024-09-20
EVT0005253,CUST01965,purchase,2024-09-20
EVT0005254,CUST01202,visit,2024-07-22
EVT0005255,CUST01202,cart,2024-07-22
EVT0005256,CUST01202,purchase,2024-07-25
EVT0005257,CUST04173,visit,2024-11-11
EVT0005258,CUST04173,cart,2024-11-14
EVT0005259,CUST04173,purchase,2024-11-14
EVT0005260,CUST01393,visit,2023-05-04
EVT0005261,CUST01393,cart,2023-05-06
EVT0005262,CUST01393,purchase,2023-05-07
EVT0005263,CUST01178,visit,2024-12-22
