customer_id,signup_date,city,state,acquisition_channel,age,gender
CUST01044,2023-12-16,Chennai,Tamil Nadu,Email,59,F
CUST01045,2024-08-04,Chennai,Tamil Nadu,Paid Search,28,F
CUST01046,2024-08-11,Hubli,Karnataka,Paid Search,44,F
CUST01047,2024-10-03,Mysore,Karnataka,Direct,48,F
CUST01048,2023-07-16,Madurai,Tamil Nadu,Paid Search,59,F
CUST01049,2024-06-25,Mumbai,Maharashtra,Organic,26,Other
CUST01050,2023-09-29,New Delhi,Delhi,Direct,50,M
CUST01051,2024-11-19,New Delhi,Delhi,Paid Search,34,M
CUST01052,2023-03-23,Kolkata,West Bengal,Direct,64,Other
CUST01053,2024-01-27,Lucknow,Uttar Pradesh,Paid Search,46,Other
CUST01054,2024-10-21,Jodhpur,Rajasthan,Paid Search,32,F
CUST01055,2023-05-08,New Delhi,Delhi,Email,60,Other
CUST01056,2024-04-30,Lucknow,Uttar Pradesh,Direct,61,F
CUST01057,2023-10-02,Udaipur,Rajasthan,Email,22,M
CUST01058,2024-11-15,Siliguri,West Bengal,Paid Search,24,M
CUST01059,2024-10-28,Madurai,Tamil Nadu,Email,61,F
CUST01060,2023-01-08,New Delhi,Delhi,Paid Search,48,Other
CUST01061,2023-07-29,Nagpur,Maharashtra,Email,25,M
CUST01062,2023-05-13,Udaipur,Rajasthan,Paid Search,56,Other
CUST01063,2024-11-30,Nagpur,Maharashtra,Direct,45,Other
CUST01064,2024-07-19,Siliguri,West Bengal,Organic,62,Other
CUST01065,2023-02-22,Kolkata,West Bengal,Referral,42,F
CUST01066,2023-04-01,Mysore,Karnataka,Paid Search,34,F
CUST01067,2024-03-11,Chennai,Tamil Nadu,Social Media,56,Other
CUST01068,2023-12-09,Siliguri,West Bengal,Paid Search,18,Other
CUST01069,2023-09-29,Nagpur,Maharashtra,Email,25,Other
CUST01070,2024-05-13,Pune,Maharashtra,Direct,31,Other
CUST01071,2023-11-22,Surat,Gujarat,Social Media,24,M
CUST01072,2023-02-14,Siliguri,West Bengal,Social Media,52,F
CUST01073,2023-08-09,Vadodara,Gujarat,Social Media,61,F
CUST01074,2023-07-20,Coimbatore,Tamil Nadu,Email,53,F
CUST01075,2024-04-22,Delhi,Delhi,Email,53,F
CUST01076,2024-06-06,Kanpur,Uttar Pradesh,Email,40,Other
CUST01077,2024-12-17,Kolkata,West Bengal,Direct,25,Other
CUST01078,2024-04-25,Coimbatore,Tamil Nadu,Direct,28,M
CUST01079,2024-10-08,Madurai,Tamil Nadu,Referral,39,Other
CUST01080,2023-11-29,Mumbai,Maharashtra,Referral,58,M
CUST01081,2023-06-27,Bangalore,Karnataka,Referral,56,F
CUST01082,2024-05-25,Bangalore,Karnataka,Social Media,32,F
CUST01083,2024-06-13,Hubli,Karnataka,Organic,64,F
CUST01084,2024-02-09,Siliguri,West Bengal,Direct,56,M
CUST01085,2023-11-12,Delhi,Delhi,Referral,18,M
CUST01086,2024-09-23,Lucknow,Uttar Pradesh,Organic,56,Other
CUST01087,2024-05-02,Madurai,Tamil Nadu,Paid Search,61,M
CUST01088,2023-07-03,Ahmedabad,Gujarat,Direct,18,M
CUST01089,2024-06-10,Mysore,Karnataka,Referral,40,Other
CUST01090,2024-10-05,Siliguri,West Bengal,Email,30,Other
CUST01091,2023-08-19,Nagpur,Maharashtra,Direct,22,M
CUST01092,2023-11-03,Agra,Uttar Pradesh,Email,55,F
CUST01093,2023-08-01,Surat,Gujarat,Paid Search,56,M
CUST01094,2024-12-13,Jodhpur,Rajasthan,Email,18,F
CUST01095,2024-01-26,Delhi,Delhi,Email,24,Other
CUST01096,2024-09-21,Hubli,Karnataka,Social Media,39,M
CUST01097,2023-02-04,Agra,Uttar Pradesh,Email,34,Other
CUST01098,2023-07-19,Jodhpur,Rajasthan,Email,48,M
CUST01099,2023-06-13,Surat,Gujarat,Direct,47,Other
CUST01100,2024-06-04,Pune,Maharashtra,Organic,34,M
CUST01101,2024-03-15,Kolkata,West Bengal,Direct,62,M
CUST01102,2024-02-17,Surat,Gujarat,Social Media,51,Other
CUST01103,2024-08-31,Nagpur,Maharashtra,Social Media,33,F
CUST01104,2024-06-20,Mysore,Karnataka,Direct,65,F
CUST01105,2024-01-22,Hubli,Karnataka,Paid Search,48,F
CUST01106,2024-10-25,Ahmedabad,Gujarat,Email,35,M
CUST01107,2023-04-20,Coimbatore,Tamil Nadu,Direct,30,M
CUST01108,2023-06-11,Coimbatore,Tamil Nadu,Paid Search,32,M
CUST01109,2023-08-05,Madurai,Tamil Nadu,Social Media,27,M
CUST01110,2024-01-11,Bangalore,Karnataka,Direct,60,F
CUST01111,2024-12-13,Nagpur,Maharashtra,Organic,48,F
CUST01112,2024-12-23,Surat,Gujarat,Email,35,F
CUST01113,2024-11-16,Delhi,Delhi,Referral,32,Other
CUST01114,2023-12-21,New Delhi,Delhi,Email,45,F
CUST01115,2023-12-24,Nagpur,Maharashtra,Social Media,43,Other
CUST01116,2023-05-17,Delhi,Delhi,Organic,62,Other
CUST01117,2023-02-15,Jodhpur,Rajasthan,Direct,18,M
CUST01118,2024-09-02,Coimbatore,Tamil Nadu,Email,24,F
CUST01119,2024-06-04,Vadodara,Gujarat,Social Media,29,Other
CUST01120,2023-02-17,Lucknow,Uttar Pradesh,Social Media,48,Other
CUST01121,2024-04-06,Surat,Gujarat,Paid Search,49,F
CUST01122,2024-10-10,Coimbatore,Tamil Nadu,Direct,41,F
CUST01123,2024-04-12,Siliguri,West Bengal,Referral,29,Other
CUST01124,2024-06-07,New Delhi,Delhi,Organic,64,F
CUST01125,2024-05-12,Madurai,Tamil Nadu,Referral,42,M
CUST01126,2024-08-12,New Delhi,Delhi,Referral,18,M
CUST01127,2023-02-11,Siliguri,West Bengal,Paid Search,58,Other
CUST01128,2023-04-22,Surat,Gujarat,Social Media,34,Other
CUST01129,2024-05-10,Pune,Maharashtra,Organic,62,M
CUST01130,2023-12-05,Mumbai,Maharashtra,Social Media,48,Other
CUST01131,2023-03-17,Mysore,Karnataka,Direct,39,F
CUST01132,2024-07-23,Surat,Gujarat,Email,53,F
CUST01133,2024-03-15,Ahmedabad,Gujarat,Referral,25,F
CUST01134,2024-09-19,Madurai,Tamil Nadu,Email,59,Other
CUST01135,2024-07-13,Delhi,Delhi,Social Media,38,Other
CUST01136,2023-10-16,Udaipur,Rajasthan,Referral,23,F
CUST01137,2023-04-09,Kanpur,Uttar Pradesh,Direct,27,M
CUST01138,2023-08-08,Surat,Gujarat,Direct,57,Other
CUST01139,2023-05-06,Kolkata,West Bengal,Organic,28,F
CUST01140,2023-12-21,Coimbatore,Tamil Nadu,Social Media,59,F
CUST01141,2023-09-12,Agra,Uttar Pradesh,Direct,43,F
CUST01142,2023-09-14,Jodhpur,Rajasthan,Direct,55,Other
CUST01143,2023-12-02,Jodhpur,Rajasthan,Paid Search,29,M
CUST01144,2024-10-21,New Delhi,Delhi,Direct,34,Other
CUST01145,2023-05-22,Bangalore,Karnataka,Paid Search,43,M
CUST01146,2023-03-29,Bangalore,Karnataka,Referral,53,M
CUST01147,2024-12-02,Pune,Maharashtra,Email,23,M
CUST01148,2023-08-05,Agra,Uttar Pradesh,Paid Search,23,Other
CUST01149,2023-04-19,Siliguri,West Bengal,Paid Search,33,Other
CUST01150,2023-04-01,Kanpur,Uttar Pradesh,Direct,26,M
CUST01151,2023-12-18,New Delhi,Delhi,Organic,60,F
CUST01152,2023-10-21,Surat,Gujarat,Referral,52,F
CUST01153,2023-06-24,Jaipur,Rajasthan,Direct,52,M
CUST01154,2023-12-01,Udaipur,Rajasthan,Direct,58,Other
CUST01155,2024-07-04,Siliguri,West Bengal,Social Media,48,Other
CUST01156,2023-05-08,Chennai,Tamil Nadu,Referral,37,F
CUST01157,2024-03-11,Siliguri,West Bengal,Paid Search,37,M
CUST01158,2023-12-01,Nagpur,Maharashtra,Paid Search,40,F
CUST01159,2024-10-11,Udaipur,Rajasthan,Organic,62,F
CUST01160,2023-12-14,Jodhpur,Rajasthan,Organic,45,F
CUST01161,2023-06-04,Chennai,Tamil Nadu,Email,41,M
CUST01162,2024-07-27,Siliguri,West Bengal,Referral,33,M
CUST01163,2024-09-11,Siliguri,West Bengal,Paid Search,34,M
CUST01164,2023-09-07,Kolkata,West Bengal,Email,57,Other
CUST01165,2024-01-12,Kanpur,Uttar Pradesh,Direct,65,Other
CUST01166,2024-12-29,Kanpur,Uttar Pradesh,Paid Search,22,M
CUST01167,2023-10-07,Delhi,Delhi,Organic,58,F
CUST01168,2024-06-04,Jodhpur,Rajasthan,Direct,57,F
CUST01169,2024-02-15,Coimbatore,Tamil Nadu,Organic,27,M
CUST01170,2023-07-31,Mumbai,Maharashtra,Organic,36,F
CUST01171,2023-02-25,Delhi,Delhi,Direct,18,M
CUST01172,2023-07-09,Bangalore,Karnataka,Organic,49,M
CUST01173,2024-08-27,Surat,Gujarat,Social Media,49,F
CUST01174,2023-04-11,Udaipur,Rajasthan,Organic,39,M
CUST01175,2024-01-02,New Delhi,Delhi,Social Media,43,M
CUST01176,2024-01-12,Jaipur,Rajasthan,Paid Search,34,F
CUST01177,2024-10-18,Mumbai,Maharashtra,Direct,33,F
CUST01178,2024-12-25,Jaipur,Rajasthan,Direct,20,M
CUST01179,2024-07-16,Udaipur,Rajasthan,Organic,51,Other
CUST01180,2024-03-08,Coimbatore,Tamil Nadu,Referral,61,F
CUST01181,2024-12-07,Ahmedabad,Gujarat,Direct,64,M
CUST01182,2023-12-06,Mysore,Karnataka,Referral,58,F
CUST01183,2023-12-01,Coimbatore,Tamil Nadu,Organic,60,M
CUST01184,2023-01-18,Bangalore,Karnataka,Direct,45,F
CUST01185,2024-09-18,Mumbai,Maharashtra,Social Media,55,M
CUST01186,2023-03-28,Kolkata,West Bengal,Organic,20,Other
CUST01187,2023-07-14,Udaipur,Rajasthan,Email,27,F
CUST01188,2023-12-14,Bangalore,Karnataka,Paid Search,49,M
CUST01189,2024-06-07,Vadodara,Gujarat,Organic,21,F
CUST01190,2024-06-13,New Delhi,Delhi,Paid Search,49,M
CUST01191,2023-09-24,Vadodara,Gujarat,Direct,40,F
CUST01192,2024-04-01,Chennai,Tamil Nadu,Direct,42,F
CUST01193,2024-08-27,Delhi,Delhi,Organic,49,Other
CUST01194,2024-11-13,Udaipur,Rajasthan,Social Media,52,Other
CUST01195,2023-09-27,Jaipur,Rajasthan,Email,29,Other
CUST01196,2024-04-21,Surat,Gujarat,Direct,47,F
CUST01197,2023-10-28,New Delhi,Delhi,Email,27,F
CUST01198,2024-05-01,Kanpur,Uttar Pradesh,Email,41,F
CUST01199,2024-08-27,Nagpur,Maharashtra,Email,42,Other
CUST01200,2024-12-24,New Delhi,Delhi,Email,41,Other
CUST01201,2023-04-15,Coimbatore,Tamil Nadu,Direct,22,Other
CUST01202,2023-02-21,Kolkata,West Bengal,Email,61,F
CUST01203,2023-09-29,Delhi,Delhi,Social Media,44,Other
CUST01204,2023-07-08,Ahmedabad,Gujarat,Organic,51,Other
CUST01205,2023-07-15,Bangalore,Karnataka,Paid Search,29,M
CUST01206,2024-07-14,Chennai,Tamil Nadu,Referral,30,M
CUST01207,2024-04-20,Nagpur,Maharashtra,Direct,42,Other
CUST01208,2024-08-15,Udaipur,Rajasthan,Email,62,Other
CUST01209,2024-10-08,Lucknow,Uttar Pradesh,Social Media,32,Other
CUST01210,2024-09-30,Bangalore,Karnataka,Paid Search,59,F
CUST01211,2024-02-05,Mysore,Karnataka,Direct,21,F
CUST01212,2024-08-14,Siliguri,West Bengal,Direct,21,Other
CUST01213,2024-05-27,Agra,Uttar Pradesh,Organic,64,M
CUST01214,2023-01-26,Lucknow,Uttar Pradesh,Paid Search,51,M
CUST01215,2023-07-09,Hubli,Karnataka,Paid Search,52,F
CUST01216,2024-11-09,Chennai,Tamil Nadu,Email,60,M
CUST01217,2023-09-20,Delhi,Delhi,Direct,24,Other
CUST01218,2023-10-22,Vadodara,Gujarat,Referral,62,Other
CUST01219,2024-04-08,Kolkata,West Bengal,Paid Search,29,Other
CUST01220,2023-02-25,Siliguri,West Bengal,Direct,28,Other
CUST01221,2024-05-23,Jodhpur,Rajasthan,Social Media,53,F
CUST01222,2024-04-02,Surat,Gujarat,Direct,45,Other
CUST01223,2024-10-22,Vadodara,Gujarat,Paid Search,54,Other
CUST01224,2024-07-02,Coimbatore,Tamil Nadu,Email,65,F
CUST01225,2024-06-09,Surat,Gujarat,Referral,43,M
CUST01226,2024-10-17,Pune,Maharashtra,Email,19,Other
CUST01227,2023-02-17,Delhi,Delhi,Organic,37,M
CUST01228,2024-07-25,Coimbatore,Tamil Nadu,Organic,62,F
CUST01229,2024-05-04,New Delhi,Delhi,Organic,47,F
CUST01230,2023-02-24,New Delhi,Delhi,Social Media,41,Other
CUST01231,2023-09-20,Chennai,Tamil Nadu,Social Media,37,M
CUST01232,2023-04-01,Kolkata,West Bengal,Direct,22,Other
CUST01233,2023-08-25,Surat,Gujarat,Paid Search,49,Other
CUST01234,2023-01-03,Hubli,Karnataka,Direct,37,M
CUST01235,2023-11-19,Kolkata,West Bengal,Organic,39,F
CUST01236,2024-12-12,Siliguri,West Bengal,Organic,32,Other
CUST01237,2024-04-17,Nagpur,Maharashtra,Direct,42,M
CUST01238,2023-10-06,Agra,Uttar Pradesh,Organic,38,Other
CUST01239,2023-05-19,Delhi,Delhi,Email,62,M
CUST01240,2024-05-11,New Delhi,Delhi,Direct,64,F
CUST01241,2024-02-07,Udaipur,Rajasthan,Email,50,M
CUST01242,2024-05-09,Coimbatore,Tamil Nadu,Social Media,43,M
CUST01243,2024-07-30,Delhi,Delhi,Organic,48,Other
CUST01244,2023-01-24,Nagpur,Maharashtra,Referral,34,M
CUST01245,2023-09-14,Siliguri,West Bengal,Direct,26,M
CUST01246,2024-05-21,Udaipur,Rajasthan,Paid Search,49,F
CUST01247,2023-06-12,Madurai,Tamil Nadu,Email,65,Other
CUST01248,2023-01-16,Chennai,Tamil Nadu,Organic,35,F
CUST01249,2024-08-13,Vadodara,Gujarat,Email,23,M
CUST01250,2023-12-14,Siliguri,West Bengal,Social Media,40,M
CUST01251,2024-07-14,Surat,Gujarat,Email,59,M
CUST01252,2024-09-22,Lucknow,Uttar Pradesh,Social Media,57,F
CUST01253,2024-05-13,Delhi,Delhi,Organic,32,M
CUST01254,2024-03-16,Ahmedabad,Gujarat,Direct,23,M
CUST01255,2024-10-08,Mumbai,Maharashtra,Email,27,F
CUST01256,2023-02-21,Pune,Maharashtra,Direct,25,F
CUST01257,2023-05-22,Jodhpur,Rajasthan,Organic,39,M
CUST01258,2023-08-03,Chennai,Tamil Nadu,Email,51,F
CUST01259,2023-08-30,Udaipur,Rajasthan,Direct,27,Other
CUST01260,2023-10-11,Pune,Maharashtra,Email,60,Other
CUST01261,2023-09-11,Pune,Maharashtra,Paid Search,21,F
CUST01262,2024-12-20,Madurai,Tamil Nadu,Email,35,M
CUST01263,2023-11-10,Udaipur,Rajasthan,Organic,22,F
CUST01264,2023-04-15,Agra,Uttar Pradesh,Direct,41,M
CUST01265,2024-05-06,Pune,Maharashtra,Direct,42,M
CUST01266,2024-11-03,Kolkata,West Bengal,Social Media,49,Other
CUST01267,2024-08-19,Bangalore,Karnataka,Paid Search,50,F
CUST01268,2023-03-22,Mumbai,Maharashtra,Paid Search,51,F
CUST01269,2023-11-29,Surat,Gujarat,Referral,65,M
CUST01270,2024-12-21,Pune,Maharashtra,Direct,40,F
CUST01271,2023-03-08,Lucknow,Uttar Pradesh,Email,35,M
CUST01272,2024-11-04,Kanpur,Uttar Pradesh,Organic,53,F
CUST01273,2023-09-17,Chennai,Tamil Nadu,Social Media,43,Other
CUST01274,2024-10-14,New Delhi,Delhi,Direct,42,Other
CUST01275,2024-10-05,Coimbatore,Tamil Nadu,Paid Search,54,M
CUST01276,2023-04-05,Siliguri,West Bengal,Email,39,F
CUST01277,2023-10-09,New Delhi,Delhi,Direct,26,Other
CUST01278,2024-11-18,Chennai,Tamil Nadu,Social Media,62,Other
CUST01279,2024-08-21,Delhi,Delhi,Paid Search,59,Other
CUST01280,2024-04-20,Delhi,Delhi,Organic,53,Other
CUST01281,2023-10-11,Bangalore,Karnataka,Social Media,27,Other
CUST01282,2024-12-02,Pune,Maharashtra,Referral,44,F
CUST01283,2023-04-20,Udaipur,Rajasthan,Direct,65,F
CUST01284,2023-03-15,New Delhi,Delhi,Organic,26,M
CUST01285,2024-10-12,Nagpur,Maharashtra,Email,35,Other
CUST01286,2024-10-30,Madurai,Tamil Nadu,Paid Search,32,Other
CUST01287,2023-12-22,Pune,Maharashtra,Organic,62,F
CUST01288,2023-03-17,Delhi,Delhi,Direct,59,F
CUST01289,2023-08-27,Delhi,Delhi,Referral,48,M
CUST01290,2023-12-09,New Delhi,Delhi,Paid Search,20,F
CUST01291,2024-11-20,Pune,Maharashtra,Referral,32,Other
CUST01292,2023-01-14,Chennai,Tamil Nadu,Organic,29,F
CUST01293,2024-06-02,Udaipur,Rajasthan,Social Media,47,M
CUST01294,2023-12-01,Siliguri,West Bengal,Organic,56,Other
CUST01295,2023-11-19,Siliguri,West Bengal,Referral,57,Other
CUST01296,2023-09-21,Nagpur,Maharashtra,Organic,46,F
CUST01297,2024-01-08,Mumbai,Maharashtra,Email,52,F
CUST01298,2023-02-26,Nagpur,Maharashtra,Referral,51,Other
CUST01299,2023-05-05,Mumbai,Maharashtra,Social Media,46,F
CUST01300,2023-02-18,Kanpur,Uttar Pradesh,Referral,28,F
CUST01301,2024-04-29,Agra,Uttar Pradesh,Organic,62,Other
CUST01302,2023-05-14,Delhi,Delhi,Direct,46,M
CUST01303,2024-10-03,Bangalore,Karnataka,Email,62,Other
CUST01304,2024-12-21,Delhi,Delhi,Referral,38,F
CUST01305,2024-08-27,Mumbai,Maharashtra,Referral,55,Other
CUST01306,2024-03-12,Coimbatore,Tamil Nadu,Organic,34,F
CUST01307,2024-08-23,New Delhi,Delhi,Organic,25,Other
CUST01308,2023-02-18,Udaipur,Rajasthan,Social Media,23,Other
CUST01309,2023-10-25,Kolkata,West Bengal,Referral,53,F
CUST01310,2023-06-25,Mumbai,Maharashtra,Social Media,54,Other
CUST01311,2024-09-25,New Delhi,Delhi,Paid Search,29,Other
CUST01312,2024-04-02,Pune,Maharashtra,Social Media,37,Other
CUST01313,2024-11-03,Jodhpur,Rajasthan,Direct,29,M
CUST01314,2024-10-28,New Delhi,Delhi,Organic,57,F
CUST01315,2024-10-22,Pune,Maharashtra,Referral,49,Other
CUST01316,2024-03-27,Nagpur,Maharashtra,Referral,33,M
CUST01317,2023-03-28,Jodhpur,Rajasthan,Referral,46,M
CUST01318,2023-02-03,Mumbai,Maharashtra,Email,35,Other
CUST01319,2023-02-06,Chennai,Tamil Nadu,Paid Search,27,M
CUST01320,2024-02-05,Ahmedabad,Gujarat,Paid Search,20,Other
CUST01321,2023-08-15,Kanpur,Uttar Pradesh,Organic,21,M
CUST01322,2024-06-16,Kolkata,West Bengal,Paid Search,61,F
CUST01323,2023-12-20,Delhi,Delhi,Direct,55,F
CUST01324,2023-03-04,Mumbai,Maharashtra,Social Media,38,F
CUST01325,2023-12-17,Kolkata,West Bengal,Referral,53,M
CUST01326,2024-09-26,Kanpur,Uttar Pradesh,Paid Search,25,Other
CUST01327,2024-06-29,Kanpur,Uttar Pradesh,Email,44,Other
CUST01328,2024-11-13,Madurai,Tamil Nadu,Paid Search,57,M
CUST01329,2024-01-07,Hubli,Karnataka,Direct,58,Other
CUST01330,2023-06-30,Mysore,Karnataka,Direct,62,Other
CUST01331,2024-05-01,Kanpur,Uttar Pradesh,Email,38,F
CUST01332,2024-08-01,Ahmedabad,Gujarat,Email,54,F
CUST01333,2023-03-07,Jodhpur,Rajasthan,Paid Search,57,M
CUST01334,2024-06-08,Lucknow,Uttar Pradesh,Organic,25,M
CUST01335,2024-07-02,Udaipur,Rajasthan,Organic,65,M
CUST01336,2023-05-23,Siliguri,West Bengal,Organic,39,F
CUST01337,2024-04-05,Chennai,Tamil Nadu,Direct,30,Other
CUST01338,2024-10-24,Kanpur,Uttar Pradesh,Organic,37,F
CUST01339,2023-10-27,Ahmedabad,Gujarat,Organic,61,F
CUST01340,2024-05-01,Surat,Gujarat,Direct,54,Other
CUST01341,2024-11-27,Mumbai,Maharashtra,Paid Search,39,F
CUST01342,2023-04-19,Jodhpur,Rajasthan,Organic,59,M
CUST01343,2023-01-20,Jaipur,Rajasthan,Direct,47,Other
CUST01344,2024-06-13,Surat,Gujarat,Referral,65,M
CUST01345,2023-11-13,Agra,Uttar Pradesh,Direct,61,F
CUST01346,2023-04-12,Mumbai,Maharashtra,Email,61,F
CUST01347,2023-12-17,Ahmedabad,Gujarat,Paid Search,35,M
CUST01348,2023-12-08,Surat,Gujarat,Direct,52,M
CUST01349,2024-10-12,Kolkata,West Bengal,Email,25,F
CUST01350,2023-10-08,Vadodara,Gujarat,Organic,35,F
CUST01351,2023-08-10,Mysore,Karnataka,Paid Search,41,F
CUST01352,2024-07-19,Lucknow,Uttar Pradesh,Email,37,M
CUST01353,2023-03-06,Mysore,Karnataka,Organic,30,M
CUST01354,2023-06-21,Udaipur,Rajasthan,Organic,48,Other
CUST01355,2024-10-09,New Delhi,Delhi,Social Media,48,Other
CUST01356,2023-11-10,Kanpur,Uttar Pradesh,Paid Search,24,Other
CUST01357,2023-06-04,New Delhi,Delhi,Direct,20,F
CUST01358,2023-10-19,Kolkata,West Bengal,Organic,37,M
CUST01359,2024-08-28,Mysore,Karnataka,Referral,20,M
CUST01360,2023-08-19,Lucknow,Uttar Pradesh,Email,37,Other
CUST01361,2024-07-22,Coimbatore,Tamil Nadu,Paid Search,30,F
CUST01362,2024-10-20,Agra,Uttar Pradesh,Social Media,46,Other
CUST01363,2023-03-26,Mysore,Karnataka,Paid Search,28,F
CUST01364,2024-07-03,Bangalore,Karnataka,Email,53,Other
CUST01365,2024-05-02,Bangalore,Karnataka,Email,40,Other
CUST01366,2023-01-27,Surat,Gujarat,Paid Search,63,F
CUST01367,2024-05-08,Chennai,Tamil Nadu,Organic,37,Other
CUST01368,2023-02-19,Vadodara,Gujarat,Referral,21,M
CUST01369,2023-11-07,Pune,Maharashtra,Direct,21,M
CUST01370,2023-08-24,Kolkata,West Bengal,Organic,45,F
CUST01371,2023-08-07,Delhi,Delhi,Email,40,F
CUST01372,2024-02-13,Ahmedabad,Gujarat,Direct,60,Other
CUST01373,2023-10-01,Mysore,Karnataka,Email,26,M
CUST01374,2023-07-29,Jaipur,Rajasthan,Referral,37,Other
CUST01375,2023-04-08,Jodhpur,Rajasthan,Paid Search,32,M
CUST01376,2024-08-26,Kanpur,Uttar Pradesh,Referral,29,Other
CUST01377,2024-10-14,Surat,Gujarat,Referral,49,M
CUST01378,2024-10-23,Mysore,Karnataka,Organic,40,F
CUST01379,2023-12-28,Jaipur,Rajasthan,Social Media,40,Other
CUST01380,2023-12-03,New Delhi,Delhi,Referral,63,M
CUST01381,2023-08-22,Vadodara,Gujarat,Direct,22,F
CUST01382,2024-04-01,Jodhpur,Rajasthan,Email,44,M
CUST01383,2024-12-04,Madurai,Tamil Nadu,Paid Search,48,F
CUST01384,2023-07-30,Mysore,Karnataka,Paid Search,62,Other
CUST01385,2023-08-22,Siliguri,West Bengal,Email,39,Other
CUST01386,2024-06-02,Chennai,Tamil Nadu,Direct,60,M
CUST01387,2024-08-09,Jaipur,Rajasthan,Email,56,F
CUST01388,2023-03-10,Vadodara,Gujarat,Organic,46,M
CUST01389,2024-04-11,Kanpur,Uttar Pradesh,Organic,56,M
CUST01390,2024-11-25,Siliguri,West Bengal,Referral,59,Other
CUST01391,2023-03-10,Mumbai,Maharashtra,Paid Search,26,Other
CUST01392,2023-10-20,Mumbai,Maharashtra,Direct,27,F
CUST01393,2023-04-26,Kanpur,Uttar Pradesh,Email,54,F
CUST01394,2023-06-30,Chennai,Tamil Nadu,Direct,38,F
CUST01395,2023-06-12,Kanpur,Uttar Pradesh,Direct,40,M
CUST01396,2024-11-18,Nagpur,Maharashtra,Email,43,M
CUST01397,2024-07-20,Lucknow,Uttar Pradesh,Social Media,53,M
CUST01398,2023-10-28,Nagpur,Maharashtra,Email,40,M
CUST01399,2023-11-10,Lucknow,Uttar Pradesh,Paid Search,45,Other
CUST01400,2024-10-20,Siliguri,West Bengal,Direct,42,F
CUST01401,2024-01-05,Siliguri,West Bengal,Email,31,Other
CUST01402,2023-07-06,Delhi,Delhi,Paid Search,30,Other
CUST01403,2024-11-18,Siliguri,West Bengal,Referral,27,F
CUST01404,2024-04-07,New Delhi,Delhi,Organic,22,Other
CUST01405,2023-01-17,Mumbai,Maharashtra,Direct,49,Other
CUST01406,2024-04-02,Kolkata,West Bengal,Organic,26,Other
CUST01407,2024-03-08,Siliguri,West Bengal,Direct,56,F
CUST01408,2024-06-05,Delhi,Delhi,Email,45,Other
CUST01409,2024-08-29,Jodhpur,Rajasthan,Social Media,32,M
CUST01410,2024-12-24,Kolkata,West Bengal,Email,49,Other
CUST01411,2024-01-28,Madurai,Tamil Nadu,Email,35,F
CUST01412,2024-05-29,Ahmedabad,Gujarat,Organic,54,F
CUST01413,2023-09-09,Ahmedabad,Gujarat,Email,48,Other
CUST01414,2024-05-12,Bangalore,Karnataka,Direct,64,Other
CUST01415,2024-03-08,Kanpur,Uttar Pradesh,Email,23,Other
CUST01416,2024-10-13,Bangalore,Karnataka,Referral,58,Other
CUST01417,2023-09-24,Hubli,Karnataka,Direct,52,Other
CUST01418,2023-10-11,Agra,Uttar Pradesh,Organic,39,Other
CUST01419,2024-07-29,Pune,Maharashtra,Referral,50,F
CUST01420,2024-03-10,Surat,Gujarat,Social Media,36,F
CUST01421,2024-09-20,New Delhi,Delhi,Direct,56,Other
CUST01422,2023-09-06,Agra,Uttar Pradesh,Email,34,M
CUST01423,2024-05-22,Udaipur,Rajasthan,Paid Search,54,M
CUST01424,2023-10-30,Agra,Uttar Pradesh,Email,19,F
CUST01425,2024-08-25,Jaipur,Rajasthan,Paid Search,50,M
CUST01426,2024-05-05,Kanpur,Uttar Pradesh,Paid Search,57,F
CUST01427,2023-11-01,Kanpur,Uttar Pradesh,Organic,65,M
CUST01428,2023-06-27,New Delhi,Delhi,Direct,46,F
CUST01429,2024-09-20,Delhi,Delhi,Direct,33,F
CUST01430,2024-03-14,New Delhi,Delhi,Social Media,23,M
CUST01431,2024-07-29,Delhi,Delhi,Referral,42,M
CUST01432,2024-02-29,Udaipur,Rajasthan,Direct,28,M
CUST01433,2023-01-14,Ahmedabad,Gujarat,Direct,34,M
CUST01434,2023-02-07,Mumbai,Maharashtra,Referral,43,F
CUST01435,2024-11-07,Kanpur,Uttar Pradesh,Direct,52,M
CUST01436,2024-10-14,Siliguri,West Bengal,Referral,34,M
CUST01437,2023-02-11,Kolkata,West Bengal,Social Media,46,F
CUST01438,2023-08-19,Vadodara,Gujarat,Direct,20,M
CUST01439,2024-06-01,Surat,Gujarat,Email,59,F
CUST01440,2023-02-09,Surat,Gujarat,Social Media,24,F
CUST01441,2023-08-04,Siliguri,West Bengal,Direct,65,M
CUST01442,2023-08-03,Madurai,Tamil Nadu,Social Media,61,Other
CUST01443,2023-11-12,Delhi,Delhi,Email,18,Other
CUST01444,2023-01-21,Mumbai,Maharashtra,Organic,44,M
CUST01445,2024-01-28,Hubli,Karnataka,Referral,40,M
CUST01446,2023-01-28,Kanpur,Uttar Pradesh,Paid Search,20,M
CUST01447,2024-02-09,Bangalore,Karnataka,Email,60,M
CUST01448,2024-01-03,Hubli,Karnataka,Organic,23,Other
CUST01449,2023-04-21,Delhi,Delhi,Direct,59,Other
CUST01450,2024-02-26,New Delhi,Delhi,Direct,29,F
CUST01451,2023-04-14,Kanpur,Uttar Pradesh,Direct,22,Other
