order_item_id,order_id,product_id,quantity,revenue,discount,cost
ITEM0001714,ORD001017,PROD00260,1,509.79,28.21,349.7
ITEM0001715,ORD001018,PROD00446,1,20993.63,790.37,16338.0
ITEM0001716,ORD001019,PROD00269,1,2586.56,13.44,1690.0
ITEM0001717,ORD001019,PROD00374,1,9998.19,305.81,7728.0
ITEM0001718,ORD001019,PROD00114,1,31131.49,883.51,28173.2
ITEM0001719,ORD001020,PROD00425,1,21935.02,1656.98,17694.0
ITEM0001720,ORD001020,PROD00364,1,16339.25,57.75,12297.75
ITEM0001721,ORD001021,PROD00465,2,25004.17,1451.83,19842.0
ITEM0001722,ORD001022,PROD00445,1,4060.27,176.73,3177.75
ITEM0001723,ORD001022,PROD00390,1,20028.18,1841.82,16402.5
ITEM0001724,ORD001022,PROD00279,1,4882.0,4.0,3175.9
ITEM0001725,ORD001023,PROD00297,1,3796.92,141.08,2559.7
ITEM0001726,ORD001024,PROD00060,1,46590.38,3023.62,43660.32
ITEM0001727,ORD001024,PROD00455,1,18203.21,1081.79,14463.75
ITEM0001728,ORD001025,PROD00151,1,59745.79,989.21,53446.8
ITEM0001729,ORD001026,PROD00130,1,53321.92,8617.08,54506.32
ITEM0001730,ORD001027,PROD00080,2,151911.34,5160.66,138223.36
ITEM0001731,ORD001028,PROD00203,1,3268.14,42.86,2152.15
ITEM0001732,ORD001028,PROD00089,1,16968.03,2601.97,17221.6
ITEM0001733,ORD001029,PROD00483,1,20599.18,777.82,16032.75
ITEM0001734,ORD001029,PROD00159,1,68425.11,7151.89,66507.76
ITEM0001735,ORD001030,PROD00463,1,6944.25,62.75,5255.25
ITEM0001736,ORD001030,PROD00119,1,52089.69,4187.31,49523.76
ITEM0001737,ORD001031,PROD00481,2,8995.19,74.81,6802.5
ITEM0001738,ORD001032,PROD00171,1,1082.34,70.66,749.45
ITEM0001739,ORD001032,PROD00019,1,67441.48,4651.52,63441.84
ITEM0001740,ORD001032,PROD00435,1,8563.98,306.02,6652.5
ITEM0001741,ORD001033,PROD00379,1,3685.81,403.19,3066.75
ITEM0001742,ORD001033,PROD00306,1,3990.6,222.4,2738.45
ITEM0001743,ORD001034,PROD00478,1,6618.39,29.61,4986.0
ITEM0001744,ORD001034,PROD00374,1,9804.15,499.85,7728.0
ITEM0001745,ORD001034,PROD00419,1,3165.36,6.64,2379.0
ITEM0001746,ORD001035,PROD00305,1,2645.33,70.67,1765.4
ITEM0001747,ORD001036,PROD00214,2,9139.57,210.43,6077.5
ITEM0001748,ORD001036,PROD00002,1,27753.0,1358.0,25617.68
ITEM0001749,ORD001036,PROD00361,1,15858.25,1309.75,12876.0
ITEM0001750,ORD001037,PROD00098,1,22507.52,535.48,20277.84
ITEM0001751,ORD001037,PROD00181,1,1446.97,46.03,970.45
ITEM0001752,ORD001038,PROD00079,2,53039.39,1706.61,48176.48
ITEM0001753,ORD001039,PROD00038,2,62901.43,5944.57,60584.48
ITEM0001754,ORD001040,PROD00186,2,9436.73,263.27,6305.0
ITEM0001755,ORD001040,PROD00396,1,12710.87,1261.13,10479.0
ITEM0001756,ORD001040,PROD00073,1,71777.84,671.16,63755.12
ITEM0001757,ORD001041,PROD00357,1,16686.56,824.44,13133.25
ITEM0001758,ORD001041,PROD00007,1,20426.77,593.23,18497.6
ITEM0001759,ORD001042,PROD00109,1,43524.36,698.64,38916.24
ITEM0001760,ORD001042,PROD00251,1,4427.7,54.3,2913.3
ITEM0001761,ORD001043,PROD00065,1,50623.51,8062.49,51643.68
ITEM0001762,ORD001044,PROD00467,1,16375.34,877.66,12939.75
ITEM0001763,ORD001045,PROD00276,1,3032.71,115.29,2046.2
ITEM0001764,ORD001045,PROD00229,1,3959.11,229.89,2722.85
ITEM0001765,ORD001046,PROD00404,1,21531.86,937.14,16851.75
ITEM0001766,ORD001047,PROD00385,1,20323.88,1080.12,16053.0
ITEM0001767,ORD001047,PROD00453,1,19025.02,1221.98,15185.25
ITEM0001768,ORD001048,PROD00333,1,11522.75,246.25,8826.75
ITEM0001769,ORD001048,PROD00217,1,2178.13,33.87,1437.8
ITEM0001770,ORD001048,PROD00460,1,18031.44,1787.56,14864.25
ITEM0001771,ORD001048,PROD00225,1,3957.56,66.44,2615.6
ITEM0001772,ORD001049,PROD00155,2,98973.66,8980.34,94999.52
ITEM0001773,ORD001049,PROD00022,1,50224.31,1468.69,45489.84
ITEM0001774,ORD001050,PROD00050,1,18524.81,1176.19,17336.88
ITEM0001775,ORD001050,PROD00263,1,2725.22,190.78,1895.4
ITEM0001776,ORD001051,PROD00447,1,5445.93,287.07,4299.75
ITEM0001777,ORD001052,PROD00489,1,17726.79,503.21,13672.5
ITEM0001778,ORD001052,PROD00100,2,128693.15,19932.85,130790.88
ITEM0001779,ORD001052,PROD00037,1,41954.05,3728.95,40201.04
ITEM0001780,ORD001053,PROD00441,1,15465.81,1351.19,12612.75
ITEM0001781,ORD001054,PROD00216,2,4923.39,94.61,3261.7
ITEM0001782,ORD001055,PROD00211,2,2172.26,119.74,1489.8
ITEM0001783,ORD001056,PROD00328,1,3083.91,36.09,2028.0
ITEM0001784,ORD001057,PROD00357,2,31891.88,3130.12,26266.5
ITEM0001785,ORD001057,PROD00075,3,130030.92,1966.08,116157.36
ITEM0001786,ORD001058,PROD00065,1,54026.04,4659.96,51643.68
ITEM0001787,ORD001059,PROD00456,1,15024.78,1528.22,12414.75
ITEM0001788,ORD001060,PROD00033,1,46473.13,8189.87,48103.44
ITEM0001789,ORD001061,PROD00272,1,1042.9,84.1,732.55
ITEM0001790,ORD001062,PROD00391,1,13363.75,1370.25,11050.5
ITEM0001791,ORD001063,PROD00489,1,16433.18,1796.82,13672.5
ITEM0001792,ORD001064,PROD00387,1,12196.43,242.57,9329.25
ITEM0001793,ORD001064,PROD00102,1,25614.83,3965.17,26030.4
ITEM0001794,ORD001065,PROD00341,1,7081.11,358.89,5580.0
ITEM0001795,ORD001065,PROD00201,1,3482.15,297.85,2457.0
ITEM0001796,ORD001065,PROD00091,2,52754.46,4207.54,50126.56
ITEM0001797,ORD001065,PROD00204,1,4722.4,126.6,3151.85
ITEM0001798,ORD001066,PROD00316,1,4495.67,61.33,2962.05
ITEM0001799,ORD001066,PROD00088,1,71653.74,1282.26,64183.68
ITEM0001800,ORD001067,PROD00089,1,18238.71,1331.29,17221.6
ITEM0001801,ORD001068,PROD00058,2,143702.61,5571.39,131361.12
ITEM0001802,ORD001068,PROD00152,1,52770.62,7667.38,53185.44
ITEM0001803,ORD001068,PROD00304,1,2461.24,161.76,1704.95
ITEM0001804,ORD001068,PROD00344,1,14569.79,350.21,11190.0
ITEM0001805,ORD001069,PROD00308,1,4620.91,211.09,3140.8
ITEM0001806,ORD001070,PROD00089,3,52074.12,6635.88,51664.8
ITEM0001807,ORD001070,PROD00378,1,8847.69,379.31,6920.25
ITEM0001808,ORD001071,PROD00185,1,932.02,50.98,638.95
ITEM0001809,ORD001071,PROD00327,1,2509.1,198.9,1760.2
ITEM0001810,ORD001072,PROD00448,1,5296.95,428.05,4293.75
ITEM0001811,ORD001073,PROD00060,1,48907.08,706.92,43660.32
ITEM0001812,ORD001073,PROD00228,2,5414.91,367.09,3758.3
ITEM0001813,ORD001074,PROD00145,1,58320.29,8022.71,58381.84
ITEM0001814,ORD001074,PROD00099,1,41430.99,2790.01,38914.48
ITEM0001815,ORD001074,PROD00108,1,74146.94,205.06,65429.76
ITEM0001816,ORD001075,PROD00347,1,4472.18,453.82,3694.5
ITEM0001817,ORD001076,PROD00086,3,192789.04,26642.96,193100.16
ITEM0001818,ORD001077,PROD00381,1,23562.15,946.85,18381.75
ITEM0001819,ORD001077,PROD00142,2,51929.83,1828.17,47307.04
ITEM0001820,ORD001078,PROD00489,1,18037.85,192.15,13672.5
ITEM0001821,ORD001079,PROD00407,1,3665.23,119.77,2838.75
ITEM0001822,ORD001080,PROD00310,1,2954.16,141.84,2012.4
ITEM0001823,ORD001081,PROD00003,2,82286.19,10541.81,81688.64
ITEM0001824,ORD001082,PROD00327,2,4983.7,432.3,3520.4
ITEM0001825,ORD001082,PROD00184,1,821.02,24.98,549.9
ITEM0001826,ORD001082,PROD00081,1,50142.89,3476.11,47184.72
ITEM0001827,ORD001083,PROD00077,1,47107.79,6481.21,47158.32
ITEM0001828,ORD001084,PROD00028,1,48879.78,6126.22,48405.28
ITEM0001829,ORD001084,PROD00204,1,4734.62,114.38,3151.85
ITEM0001830,ORD001085,PROD00228,1,2737.36,153.64,1879.15
ITEM0001831,ORD001086,PROD00099,1,39489.21,4731.79,38914.48
ITEM0001832,ORD001087,PROD00356,1,19645.93,708.07,15265.5
ITEM0001833,ORD001087,PROD00406,1,8517.78,105.22,6467.25
ITEM0001834,ORD001088,PROD00466,1,3305.74,254.26,2670.0
ITEM0001835,ORD001088,PROD00433,1,9151.7,719.3,7403.25
ITEM0001836,ORD001088,PROD00474,2,47005.75,468.25,35605.5
ITEM0001837,ORD001088,PROD00269,3,7602.04,197.96,5070.0
ITEM0001838,ORD001089,PROD00135,1,66396.32,3049.68,61112.48
ITEM0001839,ORD001090,PROD00495,1,2588.63,57.37,1984.5
ITEM0001840,ORD001091,PROD00241,1,1319.18,9.82,863.85
ITEM0001841,ORD001091,PROD00459,2,18758.98,1.02,14070.0
ITEM0001842,ORD001091,PROD00431,1,7567.44,480.56,6036.0
ITEM0001843,ORD001091,PROD00454,1,22573.16,2352.84,18694.5
ITEM0001844,ORD001092,PROD00099,1,38299.05,5921.95,38914.48
ITEM0001845,ORD001093,PROD00453,1,20188.43,58.57,15185.25
ITEM0001846,ORD001093,PROD00465,1,12367.85,860.15,9921.0
ITEM0001847,ORD001094,PROD00273,1,780.31,5.69,510.9
ITEM0001848,ORD001095,PROD00084,2,136577.72,23110.28,140525.44
ITEM0001849,ORD001095,PROD00016,1,67973.51,4116.49,63439.2
ITEM0001850,ORD001096,PROD00292,1,2099.42,153.58,1464.45
ITEM0001851,ORD001096,PROD00033,2,94387.61,14938.39,96206.88
ITEM0001852,ORD001097,PROD00364,2,31358.65,1435.35,24595.5
ITEM0001853,ORD001098,PROD00216,2,4935.39,82.61,3261.7
ITEM0001854,ORD001099,PROD00432,1,6151.95,76.05,4671.0
ITEM0001855,ORD001100,PROD00203,2,6545.45,76.55,4304.3
ITEM0001856,ORD001101,PROD00330,1,1303.54,112.46,920.4
ITEM0001857,ORD001102,PROD00472,1,1425.29,32.71,1093.5
ITEM0001858,ORD001102,PROD00262,2,4701.11,382.89,3304.6
ITEM0001859,ORD001102,PROD00134,2,73332.24,1091.76,65493.12
ITEM0001860,ORD001103,PROD00217,1,2200.56,11.44,1437.8
ITEM0001861,ORD001103,PROD00201,1,3693.32,86.68,2457.0
ITEM0001862,ORD001104,PROD00485,1,1973.82,187.18,1620.75
ITEM0001863,ORD001105,PROD00331,1,23931.72,232.28,18123.0
ITEM0001864,ORD001105,PROD00421,2,5436.41,271.59,4281.0
ITEM0001865,ORD001106,PROD00346,1,17910.77,1437.23,14511.0
ITEM0001866,ORD001106,PROD00149,1,22059.75,2313.25,21448.24
ITEM0001867,ORD001107,PROD00435,1,8303.23,566.77,6652.5
ITEM0001868,ORD001108,PROD00232,1,3224.14,13.86,2104.7
ITEM0001869,ORD001109,PROD00141,1,7584.2,385.8,7013.6
ITEM0001870,ORD001109,PROD00055,2,130081.0,5667.0,119458.24
ITEM0001871,ORD001110,PROD00137,1,14596.54,860.46,13602.16
ITEM0001872,ORD001111,PROD00222,1,3226.09,8.91,2102.75
ITEM0001873,ORD001111,PROD00389,1,16904.61,893.39,13348.5
ITEM0001874,ORD001112,PROD00040,2,101829.93,11992.07,100163.36
ITEM0001875,ORD001112,PROD00341,1,7202.09,237.91,5580.0
ITEM0001876,ORD001113,PROD00010,1,51988.34,6566.66,51528.4
ITEM0001877,ORD001114,PROD00230,1,2368.45,148.55,1636.05
ITEM0001878,ORD001114,PROD00138,1,37580.43,3477.57,36131.04
ITEM0001879,ORD001115,PROD00307,2,2864.47,35.53,1885.0
ITEM0001880,ORD001115,PROD00180,1,3291.19,71.81,2185.95
ITEM0001881,ORD001115,PROD00248,1,4516.33,145.67,3030.3
ITEM0001882,ORD001116,PROD00311,2,4359.19,102.81,2900.3
ITEM0001883,ORD001116,PROD00326,1,4006.42,214.58,2743.65
ITEM0001884,ORD001117,PROD00370,2,46809.35,3180.65,37492.5
ITEM0001885,ORD001117,PROD00371,2,16675.1,660.9,13002.0
ITEM0001886,ORD001118,PROD00014,3,88477.37,15556.63,91549.92
ITEM0001887,ORD001118,PROD00262,1,2531.03,10.97,1652.3
ITEM0001888,ORD001119,PROD00492,1,23251.95,277.05,17646.75
ITEM0001889,ORD001120,PROD00077,2,104602.66,2575.34,94316.64
ITEM0001890,ORD001120,PROD00399,1,9588.4,78.6,7250.25
ITEM0001891,ORD001121,PROD00423,1,23108.21,505.79,17710.5
ITEM0001892,ORD001121,PROD00354,2,19918.43,2073.57,16494.0
ITEM0001893,ORD001122,PROD00359,1,2827.98,302.02,2347.5
ITEM0001894,ORD001123,PROD00363,1,18695.9,273.1,14226.75
ITEM0001895,ORD001124,PROD00093,2,28295.71,436.29,25284.16
ITEM0001896,ORD001125,PROD00095,1,56826.33,8827.67,57775.52
ITEM0001897,ORD001125,PROD00018,1,17292.02,1014.98,16110.16
ITEM0001898,ORD001125,PROD00225,1,4002.91,21.09,2615.6
ITEM0001899,ORD001126,PROD00169,3,4445.13,48.87,2921.1
ITEM0001900,ORD001127,PROD00414,2,30411.74,1854.26,24199.5
ITEM0001901,ORD001127,PROD00465,1,12105.75,1122.25,9921.0
ITEM0001902,ORD001127,PROD00002,1,26963.93,2147.07,25617.68
ITEM0001903,ORD001128,PROD00152,1,58526.45,1911.55,53185.44
ITEM0001904,ORD001128,PROD00344,1,14242.88,677.12,11190.0
ITEM0001905,ORD001128,PROD00402,1,8892.36,691.64,7188.0
ITEM0001906,ORD001129,PROD00066,1,72286.17,1141.83,64616.64
ITEM0001907,ORD001129,PROD00299,1,3756.41,201.59,2572.7
ITEM0001908,ORD001129,PROD00077,1,51921.23,1667.77,47158.32
ITEM0001909,ORD001129,PROD00044,1,56986.05,4375.95,53998.56
ITEM0001910,ORD001130,PROD00445,3,12356.47,354.53,9533.25
ITEM0001911,ORD001130,PROD00134,1,32879.43,4332.57,32746.56
ITEM0001912,ORD001130,PROD00208,1,3570.97,222.03,2465.45
ITEM0001913,ORD001131,PROD00093,1,13999.39,366.61,12642.08
ITEM0001914,ORD001132,PROD00454,1,22918.63,2007.37,18694.5
ITEM0001915,ORD001133,PROD00156,1,14629.79,2091.21,14714.48
ITEM0001916,ORD001133,PROD00107,1,47927.03,85.97,42251.44
ITEM0001917,ORD001134,PROD00106,1,6709.99,175.01,6058.8
ITEM0001918,ORD001135,PROD00284,1,3542.61,15.39,2312.7
ITEM0001919,ORD001135,PROD00096,1,64330.44,11292.56,66548.24
ITEM0001920,ORD001135,PROD00072,1,38532.85,2765.15,36342.24
ITEM0001921,ORD001136,PROD00432,1,5783.09,444.91,4671.0
ITEM0001922,ORD001136,PROD00279,1,4578.48,307.52,3175.9
ITEM0001923,ORD001137,PROD00143,1,16720.88,2089.12,16552.8
ITEM0001924,ORD001137,PROD00333,1,11623.89,145.11,8826.75
ITEM0001925,ORD001138,PROD00295,1,1646.43,22.57,1084.85
ITEM0001926,ORD001139,PROD00452,1,1746.37,175.63,1441.5
ITEM0001927,ORD001139,PROD00008,2,120580.21,6117.79,111494.24
ITEM0001928,ORD001140,PROD00283,1,805.58,45.42,553.15
ITEM0001929,ORD001141,PROD00290,1,1578.11,29.89,1045.2
ITEM0001930,ORD001142,PROD00467,1,16403.89,849.11,12939.75
ITEM0001931,ORD001143,PROD00264,1,1894.76,55.24,1267.5
ITEM0001932,ORD001144,PROD00052,2,144262.25,5267.75,131586.4
ITEM0001933,ORD001144,PROD00165,1,20140.16,1444.84,18994.8
ITEM0001934,ORD001144,PROD00453,1,19414.92,832.08,15185.25
ITEM0001935,ORD001144,PROD00436,1,18109.09,939.91,14286.75
ITEM0001936,ORD001145,PROD00047,1,10140.06,1761.94,10473.76
ITEM0001937,ORD001145,PROD00052,1,66948.75,7816.25,65793.2
ITEM0001938,ORD001146,PROD00381,1,23307.88,1201.12,18381.75
ITEM0001939,ORD001146,PROD00113,1,34821.03,5026.97,35066.24
ITEM0001940,ORD001146,PROD00014,1,34381.13,296.87,30516.64
ITEM0001941,ORD001147,PROD00397,1,5058.94,307.06,4024.5
ITEM0001942,ORD001147,PROD00486,1,7284.92,20.08,5478.75
ITEM0001943,ORD001148,PROD00459,1,8456.1,923.9,7035.0
ITEM0001944,ORD001149,PROD00201,1,3698.26,81.74,2457.0
ITEM0001945,ORD001150,PROD00139,2,94633.37,3592.63,86438.88
ITEM0001946,ORD001151,PROD00484,2,5072.25,309.75,4036.5
ITEM0001947,ORD001151,PROD00169,1,1457.82,40.18,973.7
ITEM0001948,ORD001152,PROD00320,1,1902.11,19.89,1249.3
ITEM0001949,ORD001153,PROD00373,1,13478.45,782.55,10695.75
ITEM0001950,ORD001153,PROD00018,1,16644.71,1662.29,16110.16
ITEM0001951,ORD001153,PROD00319,2,1031.44,26.56,687.7
ITEM0001952,ORD001154,PROD00051,1,9957.82,1362.18,9961.6
ITEM0001953,ORD001154,PROD00292,3,6534.92,224.08,4393.35
ITEM0001954,ORD001155,PROD00165,3,60416.11,4338.89,56984.4
ITEM0001955,ORD001155,PROD00223,3,14050.26,829.74,9672.0
ITEM0001956,ORD001155,PROD00168,1,1485.5,9.5,971.75
ITEM0001957,ORD001156,PROD00162,1,5646.56,911.44,5771.04
ITEM0001958,ORD001157,PROD00473,1,9214.96,469.04,7263.0
ITEM0001959,ORD001157,PROD00354,3,32956.27,31.73,24741.0
ITEM0001960,ORD001157,PROD00341,1,7403.91,36.09,5580.0
ITEM0001961,ORD001158,PROD00377,1,1450.84,5.16,1092.0
ITEM0001962,ORD001158,PROD00306,3,12566.65,72.35,8215.35
ITEM0001963,ORD001159,PROD00179,1,3068.14,12.86,2002.65
ITEM0001964,ORD001159,PROD00378,1,9209.37,17.63,6920.25
ITEM0001965,ORD001160,PROD00184,1,828.58,17.42,549.9
ITEM0001966,ORD001161,PROD00012,1,30845.38,2033.62,28933.52
ITEM0001967,ORD001162,PROD00406,1,7991.97,631.03,6467.25
ITEM0001968,ORD001163,PROD00010,3,161130.56,14534.44,154585.2
ITEM0001969,ORD001163,PROD00145,1,57787.96,8555.04,58381.84
ITEM0001970,ORD001164,PROD00043,3,149918.95,12957.05,143330.88
ITEM0001971,ORD001165,PROD00260,1,499.59,38.41,349.7
ITEM0001972,ORD001165,PROD00058,1,70337.27,4299.73,65680.56
ITEM0001973,ORD001166,PROD00061,1,24071.09,2387.91,23283.92
ITEM0001974,ORD001166,PROD00189,1,1315.44,11.56,862.55
ITEM0001975,ORD001167,PROD00398,1,12336.59,88.41,9318.75
ITEM0001976,ORD001168,PROD00439,1,2736.16,212.84,2211.75
ITEM0001977,ORD001169,PROD00321,1,1770.33,147.67,1246.7
ITEM0001978,ORD001170,PROD00299,1,3939.66,18.34,2572.7
ITEM0001979,ORD001170,PROD00235,1,2271.32,189.68,1599.65
ITEM0001980,ORD001171,PROD00195,1,976.39,22.61,649.35
ITEM0001981,ORD001172,PROD00129,1,42757.74,7031.26,43814.32
ITEM0001982,ORD001172,PROD00350,1,9696.02,182.98,7409.25
ITEM0001983,ORD001173,PROD00443,1,20919.91,269.09,15891.75
ITEM0001984,ORD001174,PROD00478,1,6175.83,472.17,4986.0
ITEM0001985,ORD001174,PROD00365,1,14811.78,710.22,11641.5
ITEM0001986,ORD001175,PROD00469,3,15607.5,1561.5,12876.75
ITEM0001987,ORD001175,PROD00428,1,9612.82,303.18,7437.0
ITEM0001988,ORD001175,PROD00154,2,62082.3,5853.7,59783.68
ITEM0001989,ORD001176,PROD00131,2,145305.55,5300.45,132533.28
ITEM0001990,ORD001177,PROD00287,2,3929.21,164.79,2661.1
ITEM0001991,ORD001177,PROD00380,1,8064.85,555.15,6465.0
ITEM0001992,ORD001178,PROD00345,2,36629.83,1598.17,28671.0
ITEM0001993,ORD001179,PROD00272,1,1104.62,22.38,732.55
ITEM0001994,ORD001180,PROD00233,1,3622.87,37.13,2379.0
ITEM0001995,ORD001181,PROD00222,1,2989.04,245.96,2102.75
ITEM0001996,ORD001182,PROD00308,2,9537.45,126.55,6281.6
ITEM0001997,ORD001182,PROD00098,2,45213.73,872.27,40555.68
ITEM0001998,ORD001183,PROD00223,1,4624.52,335.48,3224.0
ITEM0001999,ORD001183,PROD00443,2,40127.95,2250.05,31783.5
ITEM0002000,ORD001184,PROD00060,1,44757.27,4856.73,43660.32
ITEM0002001,ORD001184,PROD00014,1,33572.34,1105.66,30516.64
ITEM0002002,ORD001184,PROD00322,2,8844.89,439.11,6034.6
ITEM0002003,ORD001185,PROD00156,1,14298.2,2422.8,14714.48
ITEM0002004,ORD001185,PROD00439,2,5311.53,586.47,4423.5
ITEM0002005,ORD001185,PROD00143,1,17807.13,1002.87,16552.8
ITEM0002006,ORD001185,PROD00402,1,8771.8,812.2,7188.0
ITEM0002007,ORD001186,PROD00010,1,55393.25,3161.75,51528.4
ITEM0002008,ORD001187,PROD00426,1,18973.49,1410.51,15288.0
ITEM0002009,ORD001188,PROD00190,1,4381.48,232.52,2999.1
ITEM0002010,ORD001189,PROD00282,1,2523.16,151.84,1738.75
ITEM0002011,ORD001189,PROD00138,1,38653.79,2404.21,36131.04
ITEM0002012,ORD001189,PROD00183,2,7506.91,481.09,5192.2
ITEM0002013,ORD001189,PROD00173,1,2486.9,49.1,1648.4
ITEM0002014,ORD001190,PROD00464,3,20388.06,53.94,15331.5
ITEM0002015,ORD001191,PROD00352,1,2048.86,101.14,1612.5
ITEM0002016,ORD001192,PROD00397,1,5157.22,208.78,4024.5
ITEM0002017,ORD001193,PROD00485,1,2035.43,125.57,1620.75
ITEM0002018,ORD001194,PROD00219,1,2400.64,81.36,1613.3
ITEM0002019,ORD001194,PROD00419,1,2978.47,193.53,2379.0
ITEM0002020,ORD001194,PROD00207,1,3421.51,183.49,2343.25
ITEM0002021,ORD001195,PROD00277,1,2042.85,134.15,1415.05
ITEM0002022,ORD001195,PROD00089,3,51629.78,7080.22,51664.8
ITEM0002023,ORD001196,PROD00309,1,2363.44,19.56,1548.95
ITEM0002024,ORD001196,PROD00426,1,19409.24,974.76,15288.0
ITEM0002025,ORD001197,PROD00143,1,16006.13,2803.87,16552.8
ITEM0002026,ORD001197,PROD00252,1,1977.72,10.28,1292.2
ITEM0002027,ORD001198,PROD00171,1,1075.85,77.15,749.45
ITEM0002028,ORD001199,PROD00019,1,65535.01,6557.99,63441.84
ITEM0002029,ORD001200,PROD00320,1,1913.78,8.22,1249.3
ITEM0002030,ORD001200,PROD00261,1,3304.4,5.6,2151.5
ITEM0002031,ORD001201,PROD00423,1,23570.59,43.41,17710.5
ITEM0002032,ORD001202,PROD00426,2,40052.15,715.85,30576.0
ITEM0002033,ORD001202,PROD00222,1,3073.63,161.37,2102.75
ITEM0002034,ORD001202,PROD00294,1,2662.19,0.81,1730.95
ITEM0002035,ORD001203,PROD00314,1,818.85,48.15,563.55
ITEM0002036,ORD001203,PROD00061,1,25266.25,1192.75,23283.92
ITEM0002037,ORD001204,PROD00278,1,3122.14,119.86,2107.3
ITEM0002038,ORD001205,PROD00303,1,2448.35,207.65,1726.4
ITEM0002039,ORD001206,PROD00289,2,958.85,61.15,663.0
ITEM0002040,ORD001207,PROD00349,1,12787.16,786.84,10180.5
ITEM0002041,ORD001208,PROD00286,1,774.94,31.06,523.9
ITEM0002042,ORD001208,PROD00346,2,36080.4,2615.6,29022.0
ITEM0002043,ORD001209,PROD00154,1,31552.65,2415.35,29891.84
ITEM0002044,ORD001210,PROD00028,1,54925.73,80.27,48405.28
ITEM0002045,ORD001211,PROD00351,1,22169.22,2450.78,18465.0
ITEM0002046,ORD001212,PROD00024,2,128240.72,7159.28,119152.0
ITEM0002047,ORD001212,PROD00486,1,6981.01,323.99,5478.75
ITEM0002048,ORD001213,PROD00157,1,41181.83,4854.17,40511.68
ITEM0002049,ORD001214,PROD00368,1,16518.53,1257.47,13332.0
ITEM0002050,ORD001215,PROD00270,1,1039.2,22.8,690.3
ITEM0002051,ORD001216,PROD00227,1,3369.41,134.59,2277.6
ITEM0002052,ORD001216,PROD00085,1,46589.12,4092.88,44600.16
ITEM0002053,ORD001217,PROD00195,1,930.51,68.49,649.35
ITEM0002054,ORD001218,PROD00161,1,58498.02,7407.98,57997.28
ITEM0002055,ORD001219,PROD00264,1,1947.15,2.85,1267.5
ITEM0002056,ORD001220,PROD00413,1,15643.21,108.79,11814.0
ITEM0002057,ORD001221,PROD00128,3,206956.07,5743.93,187176.0
ITEM0002058,ORD001221,PROD00234,1,3424.63,151.37,2324.4
ITEM0002059,ORD001221,PROD00029,1,63563.69,6521.31,61674.8
ITEM0002060,ORD001222,PROD00108,1,64285.04,10066.96,65429.76
ITEM0002061,ORD001223,PROD00262,1,2461.54,80.46,1652.3
ITEM0002062,ORD001224,PROD00245,1,3505.08,212.92,2416.7
ITEM0002063,ORD001224,PROD00030,3,44311.06,5140.94,43517.76
ITEM0002064,ORD001224,PROD00356,1,19966.14,387.86,15265.5
ITEM0002065,ORD001224,PROD00024,2,126239.96,9160.04,119152.0
ITEM0002066,ORD001225,PROD00004,1,12998.7,205.3,11619.52
ITEM0002067,ORD001226,PROD00110,2,73171.23,5690.77,69398.56
ITEM0002068,ORD001226,PROD00233,1,3647.03,12.97,2379.0
ITEM0002069,ORD001226,PROD00121,2,32556.93,4917.07,32977.12
ITEM0002070,ORD001227,PROD00212,1,2131.47,145.53,1480.05
ITEM0002071,ORD001227,PROD00081,1,46759.73,6859.27,47184.72
ITEM0002072,ORD001228,PROD00008,3,178190.11,11856.89,167241.36
ITEM0002073,ORD001229,PROD00304,1,2538.46,84.54,1704.95
ITEM0002074,ORD001230,PROD00128,1,70459.43,440.57,62392.0
ITEM0002075,ORD001230,PROD00175,1,1471.39,57.61,993.85
ITEM0002076,ORD001231,PROD00490,1,15063.36,79.64,11357.25
ITEM0002077,ORD001232,PROD00058,2,135587.51,13686.49,131361.12
ITEM0002078,ORD001232,PROD00293,2,1046.72,87.28,737.1
ITEM0002079,ORD001233,PROD00247,1,1497.29,99.71,1038.05
ITEM0002080,ORD001234,PROD00249,1,2455.2,9.8,1602.25
ITEM0002081,ORD001234,PROD00311,1,2068.09,162.91,1450.15
ITEM0002082,ORD001235,PROD00180,1,3289.45,73.55,2185.95
ITEM0002083,ORD001236,PROD00199,1,4185.88,90.12,2779.4
ITEM0002084,ORD001237,PROD00390,1,20005.07,1864.93,16402.5
ITEM0002085,ORD001238,PROD00056,1,31929.9,2938.1,30683.84
ITEM0002086,ORD001238,PROD00407,2,7496.47,73.53,5677.5
ITEM0002087,ORD001239,PROD00291,1,4397.64,119.36,2936.05
ITEM0002088,ORD001239,PROD00256,2,9890.62,33.38,6450.6
ITEM0002089,ORD001239,PROD00344,1,14186.08,733.92,11190.0
ITEM0002090,ORD001240,PROD00135,1,68493.81,952.19,61112.48
ITEM0002091,ORD001240,PROD00139,1,41867.27,7245.73,43219.44
ITEM0002092,ORD001241,PROD00384,1,1319.41,88.59,1056.0
ITEM0002093,ORD001241,PROD00208,1,3774.62,18.38,2465.45
ITEM0002094,ORD001242,PROD00117,1,23962.44,1992.56,22840.4
ITEM0002095,ORD001243,PROD00130,1,52704.34,9234.66,54506.32
ITEM0002096,ORD001243,PROD00450,1,18555.84,269.16,14118.75
ITEM0002097,ORD001244,PROD00151,2,104581.26,16888.74,106893.6
ITEM0002098,ORD001244,PROD00077,1,50517.13,3071.87,47158.32
