customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_total,segment,city,state,acquisition_channel
CUST01161,269,1,4180.2,1,1,1,111,3,Hibernating,Chennai,Tamil Nadu,Email
CUST01162,33,4,49262.46000000001,4,5,3,453,12,Loyal,Siliguri,West Bengal,Referral
CUST01164,88,4,46797.66,3,5,3,353,11,Loyal,Kolkata,West Bengal,Email
CUST01166,0,3,200458.36000000002,5,4,5,545,14,Champions,Kanpur,Uttar Pradesh,Paid Search
CUST01167,352,2,32139.33,1,3,2,132,6,At Risk,Delhi,Delhi,Organic
CUST01171,122,2,25032.36,2,3,2,232,7,Need Attention,Delhi,Delhi,Direct
CUST01172,377,1,27764.95,1,1,2,112,4,Hibernating,Bangalore,Karnataka,Organic
CUST01174,242,1,72829.68000000001,1,1,3,113,5,Hibernating,Udaipur,Rajasthan,Organic
CUST01175,65,2,43219.58,3,3,3,333,9,Promising,New Delhi,Delhi,Social Media
CUST01176,1,7,174525.94,5,5,5,555,15,Champions,Jaipur,Rajasthan,Paid Search
CUST01178,5,1,69070.42,5,1,3,513,9,New Customers,Jaipur,Rajasthan,Direct
CUST01180,46,2,82676.74,4,3,4,434,11,Potential Loyalist,Coimbatore,Tamil Nadu,Referral
CUST01181,21,1,24161.09,5,1,2,512,8,New Customers,Ahmedabad,Gujarat,Direct
CUST01182,112,1,8377.31,3,1,1,311,5,Need Attention,Mysore,Karnataka,Referral
CUST01183,0,5,488098.77,5,5,5,555,15,Champions,Coimbatore,Tamil Nadu,Organic
CUST01185,90,1,21703.870000000003,3,1,2,312,6,Need Attention,Mumbai,Maharashtra,Social Media
CUST01186,25,2,103541.11,4,3,4,434,11,Potential Loyalist,Kolkata,West Bengal,Organic
CUST01189,118,1,117053.38,3,1,4,314,8,Promising,Vadodara,Gujarat,Organic
CUST01191,0,6,318287.17000000004,5,5,5,555,15,Champions,Vadodara,Gujarat,Direct
CUST01192,151,3,24508.28,2,4,2,242,8,Loyal,Chennai,Tamil Nadu,Direct
CUST01193,7,5,52945.24,5,5,3,553,13,Loyal,Delhi,Delhi,Organic
CUST01194,8,1,14109.15,5,1,1,511,7,New Customers,Udaipur,Rajasthan,Social Media
CUST01196,83,1,19625.690000000002,3,1,2,312,6,Need Attention,Surat,Gujarat,Direct
CUST01197,81,2,27407.56,3,3,2,332,8,Need Attention,New Delhi,Delhi,Email
CUST01198,97,3,127307.42,3,4,4,344,11,Loyal,Kanpur,Uttar Pradesh,Email
CUST01199,36,2,199328.14,4,3,5,435,12,Potential Loyalist,Nagpur,Maharashtra,Email
CUST01202,158,3,99765.61,2,4,4,244,10,Loyal,Kolkata,West Bengal,Email
CUST01204,357,1,23430.32,1,1,2,112,4,Hibernating,Ahmedabad,Gujarat,Organic
CUST01207,231,1,1479.48,2,1,1,211,4,Need Attention,Nagpur,Maharashtra,Direct
CUST01209,41,1,21588.43,4,1,2,412,7,New Customers,Lucknow,Uttar Pradesh,Social Media
CUST01210,2,1,21953.37,5,1,2,512,8,New Customers,Bangalore,Karnataka,Paid Search
CUST01212,52,1,119327.81,4,1,4,414,9,New Customers,Siliguri,West Bengal,Direct
CUST01213,105,1,37142.41,3,1,2,312,6,Need Attention,Agra,Uttar Pradesh,Organic
CUST01216,2,3,221943.95,5,4,5,545,14,Champions,Chennai,Tamil Nadu,Email
CUST01218,77,2,15685.800000000001,3,3,1,331,7,Need Attention,Vadodara,Gujarat,Referral
CUST01220,38,4,140962.0,4,5,4,454,13,Champions,Siliguri,West Bengal,Direct
CUST01222,67,2,8652.17,3,3,1,331,7,Need Attention,Surat,Gujarat,Direct
CUST01223,24,4,128318.67,4,5,4,454,13,Champions,Vadodara,Gujarat,Paid Search
CUST01226,4,3,76811.96999999999,5,4,4,544,13,Champions,Pune,Maharashtra,Email
CUST01229,56,3,157847.42,4,4,5,445,13,Champions,New Delhi,Delhi,Organic
CUST01232,214,3,41867.81,2,4,2,242,8,Loyal,Kolkata,West Bengal,Direct
CUST01235,240,1,43833.08,1,1,3,113,5,Hibernating,Kolkata,West Bengal,Organic
CUST01236,14,1,30184.2,5,1,2,512,8,New Customers,Siliguri,West Bengal,Organic
CUST01238,114,4,226885.38999999998,3,5,5,355,13,Loyal,Agra,Uttar Pradesh,Organic
CUST01239,88,2,64699.869999999995,3,3,3,333,9,Promising,Delhi,Delhi,Email
CUST01241,40,3,150802.46000000002,4,4,5,445,13,Champions,Udaipur,Rajasthan,Email
CUST01242,211,1,19831.08,2,1,2,212,5,Need Attention,Coimbatore,Tamil Nadu,Social Media
CUST01243,103,1,19021.68,3,1,2,312,6,Need Attention,Delhi,Delhi,Organic
CUST01244,481,2,30019.36,1,3,2,132,6,At Risk,Nagpur,Maharashtra,Referral
CUST01245,109,1,197125.89,3,1,5,315,9,Promising,Siliguri,West Bengal,Direct
CUST01246,103,2,69568.42,3,3,3,333,9,Promising,Udaipur,Rajasthan,Paid Search
CUST01247,539,1,4016.58,1,1,1,111,3,Hibernating,Madurai,Tamil Nadu,Email
CUST01248,68,2,19692.38,3,3,2,332,8,Need Attention,Chennai,Tamil Nadu,Organic
CUST01249,82,2,92508.04999999999,3,3,4,334,10,Promising,Vadodara,Gujarat,Email
CUST01250,201,3,67173.98000000001,2,4,3,243,9,Loyal,Siliguri,West Bengal,Social Media
CUST01251,39,3,116114.34,4,4,4,444,12,Champions,Surat,Gujarat,Email
CUST01253,150,1,4494.47,2,1,1,211,4,Need Attention,Delhi,Delhi,Organic
CUST01254,78,2,89505.31999999999,3,3,4,334,10,Promising,Ahmedabad,Gujarat,Direct
CUST01257,59,2,166099.11000000002,4,3,5,435,12,Potential Loyalist,Jodhpur,Rajasthan,Organic
CUST01259,220,1,7195.64,2,1,1,211,4,Need Attention,Udaipur,Rajasthan,Direct
CUST01260,91,1,32294.66,3,1,2,312,6,Need Attention,Pune,Maharashtra,Email
CUST01261,34,4,109074.37,4,5,4,454,13,Champions,Pune,Maharashtra,Paid Search
CUST01262,10,1,27778.64,5,1,2,512,8,New Customers,Madurai,Tamil Nadu,Email
CUST01263,292,3,71364.20999999999,1,4,3,143,8,Loyal,Udaipur,Rajasthan,Organic
CUST01267,17,3,107016.32,5,4,4,544,13,Champions,Bangalore,Karnataka,Paid Search
CUST01269,15,7,446131.17000000004,5,5,5,555,15,Champions,Surat,Gujarat,Referral
CUST01271,131,1,28481.839999999997,2,1,2,212,5,Need Attention,Lucknow,Uttar Pradesh,Email
CUST01273,129,1,47858.72,2,1,3,213,6,Need Attention,Chennai,Tamil Nadu,Social Media
CUST01274,19,1,19718.159999999996,5,1,2,512,8,New Customers,New Delhi,Delhi,Direct
CUST01275,44,1,18218.75,4,1,2,412,7,New Customers,Coimbatore,Tamil Nadu,Paid Search
CUST01276,82,1,79453.99,3,1,4,314,8,Promising,Siliguri,West Bengal,Email
CUST01279,31,2,25693.05,4,3,2,432,9,Potential Loyalist,Delhi,Delhi,Paid Search
CUST01280,237,1,27907.18,1,1,2,112,4,Hibernating,Delhi,Delhi,Organic
CUST01283,525,1,70195.64,1,1,3,113,5,Hibernating,Udaipur,Rajasthan,Direct
CUST01286,18,5,81835.47,5,5,4,554,14,Champions,Madurai,Tamil Nadu,Paid Search
CUST01288,58,4,77090.79000000001,4,5,4,454,13,Champions,Delhi,Delhi,Direct
CUST01290,58,3,94510.17000000001,4,4,4,444,12,Champions,New Delhi,Delhi,Paid Search
CUST01291,27,1,9536.050000000001,4,1,1,411,6,New Customers,Pune,Maharashtra,Referral
CUST01292,35,4,99129.39,4,5,4,454,13,Champions,Chennai,Tamil Nadu,Organic
CUST01293,130,1,49216.11,2,1,3,213,6,Need Attention,Udaipur,Rajasthan,Social Media
CUST01298,96,2,86489.71,3,3,4,334,10,Promising,Nagpur,Maharashtra,Referral
CUST01299,34,4,193924.98,4,5,5,455,14,Champions,Mumbai,Maharashtra,Social Media
CUST01300,366,2,56217.979999999996,1,3,3,133,7,At Risk,Kanpur,Uttar Pradesh,Referral
CUST01303,43,1,140727.03,4,1,4,414,9,New Customers,Bangalore,Karnataka,Email
CUST01304,8,1,94306.55000000002,5,1,4,514,10,New Customers,Delhi,Delhi,Referral
CUST01305,86,1,31749.550000000003,3,1,2,312,6,Need Attention,Mumbai,Maharashtra,Referral
CUST01306,24,1,1075.82,4,1,1,411,6,New Customers,Coimbatore,Tamil Nadu,Organic
CUST01308,184,2,43893.479999999996,2,3,3,233,8,Need Attention,Udaipur,Rajasthan,Social Media
CUST01309,416,1,129934.78,1,1,4,114,6,Cannot Lose,Kolkata,West Bengal,Referral
CUST01310,8,3,9672.380000000001,5,4,1,541,10,Loyal,Mumbai,Maharashtra,Social Media
CUST01311,23,4,94670.54,4,5,4,454,13,Champions,New Delhi,Delhi,Paid Search
CUST01312,193,1,26730.21,2,1,2,212,5,Need Attention,Pune,Maharashtra,Social Media
CUST01314,1,3,229675.48,5,4,5,545,14,Champions,New Delhi,Delhi,Organic
CUST01317,299,1,28980.379999999997,1,1,2,112,4,Hibernating,Jodhpur,Rajasthan,Referral
CUST01318,414,1,178404.12,1,1,5,115,7,Cannot Lose,Mumbai,Maharashtra,Email
CUST01319,222,1,29148.53,2,1,2,212,5,Need Attention,Chennai,Tamil Nadu,Paid Search
CUST01322,131,1,90812.25,2,1,4,214,7,Need Attention,Kolkata,West Bengal,Paid Search
CUST01325,54,7,67319.05,4,5,3,453,12,Loyal,Kolkata,West Bengal,Referral
CUST01326,54,3,255882.91,4,4,5,445,13,Champions,Kanpur,Uttar Pradesh,Paid Search
CUST01333,197,2,35776.479999999996,2,3,2,232,7,Need Attention,Jodhpur,Rajasthan,Paid Search
CUST01334,57,3,102260.0,4,4,4,444,12,Champions,Lucknow,Uttar Pradesh,Organic
CUST01335,5,1,28417.38,5,1,2,512,8,New Customers,Udaipur,Rajasthan,Organic
CUST01336,173,3,72759.51,2,4,3,243,9,Loyal,Siliguri,West Bengal,Organic
CUST01340,174,2,149067.13999999998,2,3,5,235,10,Need Attention,Surat,Gujarat,Direct
CUST01341,9,2,17112.97,5,3,2,532,10,Potential Loyalist,Mumbai,Maharashtra,Paid Search
CUST01343,580,1,6794.09,1,1,1,111,3,Hibernating,Jaipur,Rajasthan,Direct
CUST01345,181,2,25631.79,2,3,2,232,7,Need Attention,Agra,Uttar Pradesh,Direct
CUST01346,22,5,187094.52999999997,4,5,5,455,14,Champions,Mumbai,Maharashtra,Email
CUST01347,119,3,57465.09,3,4,3,343,10,Loyal,Ahmedabad,Gujarat,Paid Search
CUST01348,52,5,165733.58000000002,4,5,5,455,14,Champions,Surat,Gujarat,Direct
CUST01349,19,5,351719.19,5,5,5,555,15,Champions,Kolkata,West Bengal,Email
CUST01350,19,3,317205.46,5,4,5,545,14,Champions,Vadodara,Gujarat,Organic
CUST01352,6,6,179017.87,5,5,5,555,15,Champions,Lucknow,Uttar Pradesh,Email
CUST01353,505,1,2594.39,1,1,1,111,3,Hibernating,Mysore,Karnataka,Organic
CUST01355,5,4,94807.66,5,5,4,554,14,Champions,New Delhi,Delhi,Social Media
CUST01356,35,3,145212.2,4,4,5,445,13,Champions,Kanpur,Uttar Pradesh,Paid Search
CUST01363,233,2,22370.45,1,3,2,132,6,At Risk,Mysore,Karnataka,Paid Search
CUST01364,158,1,58315.34,2,1,3,213,6,Need Attention,Bangalore,Karnataka,Email
CUST01373,2,5,98994.43000000001,5,5,4,554,14,Champions,Mysore,Karnataka,Email
CUST01374,314,1,15344.16,1,1,1,111,3,Hibernating,Jaipur,Rajasthan,Referral
CUST01376,13,2,23345.869999999995,5,3,2,532,10,Potential Loyalist,Kanpur,Uttar Pradesh,Referral
CUST01377,49,1,7724.98,4,1,1,411,6,New Customers,Surat,Gujarat,Referral
CUST01378,23,4,142928.94,4,5,5,455,14,Champions,Mysore,Karnataka,Organic
CUST01379,102,2,62325.15,3,3,3,333,9,Promising,Jaipur,Rajasthan,Social Media
CUST01380,377,1,2166.05,1,1,1,111,3,Hibernating,New Delhi,Delhi,Referral
CUST01383,16,1,225584.39,5,1,5,515,11,New Customers,Madurai,Tamil Nadu,Paid Search
CUST01388,616,1,22194.44,1,1,2,112,4,Hibernating,Vadodara,Gujarat,Organic
CUST01389,48,2,71571.61,4,3,3,433,10,Potential Loyalist,Kanpur,Uttar Pradesh,Organic
CUST01390,10,1,61991.72,5,1,3,513,9,New Customers,Siliguri,West Bengal,Referral
CUST01393,603,1,9069.39,1,1,1,111,3,Hibernating,Kanpur,Uttar Pradesh,Email
CUST01394,222,3,142428.08000000002,2,4,4,244,10,Loyal,Chennai,Tamil Nadu,Direct
CUST01396,8,2,128358.19,5,3,4,534,12,Potential Loyalist,Nagpur,Maharashtra,Email
CUST01397,46,3,164241.18,4,4,5,445,13,Champions,Lucknow,Uttar Pradesh,Social Media
CUST01399,70,2,108338.42000000001,3,3,4,334,10,Promising,Lucknow,Uttar Pradesh,Paid Search
CUST01403,10,2,21083.73,5,3,2,532,10,Potential Loyalist,Siliguri,West Bengal,Referral
CUST01404,29,5,126260.59999999999,4,5,4,454,13,Champions,New Delhi,Delhi,Organic
CUST01407,167,1,19761.33,2,1,2,212,5,Need Attention,Siliguri,West Bengal,Direct
CUST01408,186,1,7365.19,2,1,1,211,4,Need Attention,Delhi,Delhi,Email
CUST01411,87,1,31358.65,3,1,2,312,6,Need Attention,Madurai,Tamil Nadu,Email
CUST01412,118,1,1948.46,3,1,1,311,5,Need Attention,Ahmedabad,Gujarat,Organic
CUST01415,100,1,11912.23,3,1,1,311,5,Need Attention,Kanpur,Uttar Pradesh,Email
CUST01416,49,1,131186.09,4,1,4,414,9,New Customers,Bangalore,Karnataka,Referral
CUST01418,331,1,12543.91,1,1,1,111,3,Hibernating,Agra,Uttar Pradesh,Organic
CUST01419,130,1,3522.14,2,1,1,211,4,Need Attention,Pune,Maharashtra,Referral
CUST01423,20,3,118998.1,5,4,4,544,13,Champions,Udaipur,Rajasthan,Paid Search
CUST01425,66,1,24988.48,3,1,2,312,6,Need Attention,Jaipur,Rajasthan,Paid Search
CUST01429,55,1,225732.57,4,1,5,415,10,New Customers,Delhi,Delhi,Direct
CUST01430,87,1,3198.0,3,1,1,311,5,Need Attention,New Delhi,Delhi,Social Media
CUST01432,216,1,3406.29,2,1,1,211,4,Need Attention,Udaipur,Rajasthan,Direct
CUST01433,437,2,18776.870000000003,1,3,2,132,6,At Risk,Ahmedabad,Gujarat,Direct
CUST01437,201,2,43463.97,2,3,3,233,8,Need Attention,Kolkata,West Bengal,Social Media
CUST01439,91,1,132693.72,3,1,4,314,8,Promising,Surat,Gujarat,Email
CUST01440,66,4,119708.14,3,5,4,354,12,Loyal,Surat,Gujarat,Social Media
CUST01445,21,1,4777.75,5,1,1,511,7,New Customers,Hubli,Karnataka,Referral
CUST01446,112,3,98069.62999999999,3,4,4,344,11,Loyal,Kanpur,Uttar Pradesh,Paid Search
CUST01447,324,1,18225.57,1,1,2,112,4,Hibernating,Bangalore,Karnataka,Email
CUST01448,329,1,22101.64,1,1,2,112,4,Hibernating,Hubli,Karnataka,Organic
CUST01449,545,2,24577.05,1,3,2,132,6,At Risk,Delhi,Delhi,Direct
CUST01450,115,2,119327.67,3,3,4,334,10,Promising,New Delhi,Delhi,Direct
CUST01451,2,4,80011.99,5,5,4,554,14,Champions,Kanpur,Uttar Pradesh,Direct
CUST01452,168,2,93313.6,2,3,4,234,9,Need Attention,Jodhpur,Rajasthan,Referral
CUST01455,30,3,237347.7,4,4,5,445,13,Champions,Kanpur,Uttar Pradesh,Paid Search
CUST01456,87,1,69866.16,3,1,3,313,7,Promising,Jaipur,Rajasthan,Email
CUST01457,373,1,11124.4,1,1,1,111,3,Hibernating,Jaipur,Rajasthan,Paid Search
CUST01459,152,1,61433.93,2,1,3,213,6,Need Attention,Lucknow,Uttar Pradesh,Organic
CUST01460,79,1,51457.05,3,1,3,313,7,Promising,Kanpur,Uttar Pradesh,Organic
CUST01461,38,1,57668.93,4,1,3,413,8,New Customers,Mumbai,Maharashtra,Direct
CUST01464,11,2,53897.08,5,3,3,533,11,Potential Loyalist,Hubli,Karnataka,Paid Search
CUST01471,279,1,34624.939999999995,1,1,2,112,4,Hibernating,Jaipur,Rajasthan,Direct
CUST01472,97,5,82769.84999999999,3,5,4,354,12,Loyal,Chennai,Tamil Nadu,Organic
CUST01473,4,4,207549.62999999998,5,5,5,555,15,Champions,Coimbatore,Tamil Nadu,Referral
CUST01474,102,1,13339.08,3,1,1,311,5,Need Attention,Kanpur,Uttar Pradesh,Email
CUST01475,105,2,9617.11,3,3,1,331,7,Need Attention,Pune,Maharashtra,Organic
CUST01481,97,3,173557.76,3,4,5,345,12,Loyal,Mumbai,Maharashtra,Direct
CUST01483,12,1,1300.55,5,1,1,511,7,New Customers,Bangalore,Karnataka,Organic
CUST01486,358,1,26995.94,1,1,2,112,4,Hibernating,Delhi,Delhi,Paid Search
CUST01488,7,2,51098.909999999996,5,3,3,533,11,Potential Loyalist,Delhi,Delhi,Paid Search
CUST01490,33,1,21539.66,4,1,2,412,7,New Customers,New Delhi,Delhi,Direct
CUST01493,56,3,34200.03,4,4,2,442,10,Loyal,Kanpur,Uttar Pradesh,Direct
CUST01497,9,6,291097.54000000004,5,5,5,555,15,Champions,Hubli,Karnataka,Social Media
CUST01500,15,1,723.82,5,1,1,511,7,New Customers,Coimbatore,Tamil Nadu,Direct
CUST01503,144,1,51317.56,2,1,3,213,6,Need Attention,Mumbai,Maharashtra,Direct
CUST01504,154,1,40103.920000000006,2,1,2,212,5,Need Attention,Coimbatore,Tamil Nadu,Social Media
CUST01506,97,2,113378.08,3,3,4,334,10,Promising,New Delhi,Delhi,Organic
CUST01508,77,3,174442.36,3,4,5,345,12,Loyal,Surat,Gujarat,Paid Search
CUST01509,257,1,4176.93,1,1,1,111,3,Hibernating,Ahmedabad,Gujarat,Organic
CUST01511,71,1,1017.71,3,1,1,311,5,Need Attention,Kolkata,West Bengal,Organic
CUST01513,118,7,271519.58,3,5,5,355,13,Loyal,Jaipur,Rajasthan,Referral
CUST01516,143,2,25180.96,2,3,2,232,7,Need Attention,Pune,Maharashtra,Paid Search
CUST01517,474,2,165910.77,1,3,5,135,9,At Risk,Jodhpur,Rajasthan,Paid Search
CUST01519,8,2,42507.08,5,3,2,532,10,Potential Loyalist,New Delhi,Delhi,Organic
CUST01520,160,1,16151.56,2,1,1,211,4,Need Attention,Jaipur,Rajasthan,Email
CUST01523,39,1,98015.74,4,1,4,414,9,New Customers,Madurai,Tamil Nadu,Paid Search
CUST01524,31,3,230394.95,4,4,5,445,13,Champions,Kolkata,West Bengal,Organic
CUST01525,98,4,232603.24,3,5,5,355,13,Loyal,Pune,Maharashtra,Email
CUST01526,155,2,5673.759999999999,2,3,1,231,6,Need Attention,Mysore,Karnataka,Referral
CUST01527,94,6,282898.58999999997,3,5,5,355,13,Loyal,Nagpur,Maharashtra,Direct
CUST01528,16,4,309848.65,5,5,5,555,15,Champions,Delhi,Delhi,Social Media
CUST01530,54,3,68168.70000000001,4,4,3,443,11,Loyal,Delhi,Delhi,Email
CUST01533,60,7,661804.26,3,5,5,355,13,Loyal,Nagpur,Maharashtra,Organic
CUST01536,1,1,3087.09,5,1,1,511,7,New Customers,Madurai,Tamil Nadu,Organic
CUST01538,160,1,28295.71,2,1,2,212,5,Need Attention,Mysore,Karnataka,Social Media
CUST01541,35,1,69791.40999999999,4,1,3,413,8,New Customers,Ahmedabad,Gujarat,Email
CUST01544,185,1,45838.119999999995,2,1,3,213,6,Need Attention,Siliguri,West Bengal,Organic
CUST01545,152,2,153774.53,2,3,5,235,10,Need Attention,Surat,Gujarat,Referral
CUST01547,18,2,117810.15000000001,5,3,4,534,12,Potential Loyalist,Kanpur,Uttar Pradesh,Email
CUST01548,8,2,82998.13,5,3,4,534,12,Potential Loyalist,Bangalore,Karnataka,Referral
CUST01549,65,2,33807.27,3,3,2,332,8,Need Attention,Kolkata,West Bengal,Social Media
CUST01553,6,2,82165.28,5,3,4,534,12,Potential Loyalist,Delhi,Delhi,Social Media
CUST01562,201,1,19344.77,2,1,2,212,5,Need Attention,New Delhi,Delhi,Paid Search
CUST01563,155,1,36011.43,2,1,2,212,5,Need Attention,Vadodara,Gujarat,Paid Search
CUST01564,160,5,251843.67,2,5,5,255,12,Loyal,Ahmedabad,Gujarat,Paid Search
CUST01566,162,3,112305.49,2,4,4,244,10,Loyal,Surat,Gujarat,Email
CUST01569,150,1,2687.5,2,1,1,211,4,Need Attention,Vadodara,Gujarat,Direct
CUST01570,52,3,214697.19,4,4,5,445,13,Champions,Agra,Uttar Pradesh,Direct
CUST01573,324,1,16653.120000000003,1,1,1,111,3,Hibernating,Mysore,Karnataka,Organic
CUST01575,35,4,109247.05,4,5,4,454,13,Champions,Nagpur,Maharashtra,Direct
CUST01579,12,2,124052.37,5,3,4,534,12,Potential Loyalist,Nagpur,Maharashtra,Social Media
CUST01580,2,1,84156.86000000002,5,1,4,514,10,New Customers,Siliguri,West Bengal,Referral
CUST01581,411,2,64801.119999999995,1,3,3,133,7,At Risk,Kanpur,Uttar Pradesh,Social Media
CUST01585,48,2,20092.38,4,3,2,432,9,Potential Loyalist,Bangalore,Karnataka,Paid Search
CUST01587,237,1,1046.09,1,1,1,111,3,Hibernating,Pune,Maharashtra,Direct
CUST01588,136,1,35427.15,2,1,2,212,5,Need Attention,Delhi,Delhi,Direct
CUST01589,519,1,16799.71,1,1,1,111,3,Hibernating,Chennai,Tamil Nadu,Referral
CUST01591,44,3,105867.99,4,4,4,444,12,Champions,Udaipur,Rajasthan,Direct
CUST01592,212,1,20035.64,2,1,2,212,5,Need Attention,Mumbai,Maharashtra,Paid Search
CUST01595,83,1,131237.42,3,1,4,314,8,Promising,Chennai,Tamil Nadu,Organic
CUST01597,93,3,92538.20000000001,3,4,4,344,11,Loyal,Udaipur,Rajasthan,Referral
CUST01598,6,4,138040.63999999998,5,5,4,554,14,Champions,Udaipur,Rajasthan,Organic
CUST01599,601,1,45703.75,1,1,3,113,5,Hibernating,Pune,Maharashtra,Paid Search
CUST01602,15,1,44255.26,5,1,3,513,9,New Customers,Siliguri,West Bengal,Organic
CUST01603,12,2,6633.33,5,3,1,531,9,Potential Loyalist,Hubli,Karnataka,Paid Search
CUST01604,390,4,110026.32,1,5,4,154,10,Loyal,Hubli,Karnataka,Paid Search
CUST01606,117,2,57327.84,3,3,3,333,9,Promising,Ahmedabad,Gujarat,Email
CUST01608,205,2,24546.75,2,3,2,232,7,Need Attention,Surat,Gujarat,Referral
CUST01610,518,1,5902.36,1,1,1,111,3,Hibernating,Madurai,Tamil Nadu,Email
CUST01611,38,2,47600.1,4,3,3,433,10,Potential Loyalist,Mysore,Karnataka,Referral
CUST01614,141,2,45884.200000000004,2,3,3,233,8,Need Attention,Ahmedabad,Gujarat,Direct
CUST01615,267,2,58968.85,1,3,3,133,7,At Risk,Bangalore,Karnataka,Paid Search
CUST01616,105,5,147948.65,3,5,5,355,13,Loyal,Coimbatore,Tamil Nadu,Paid Search
CUST01617,253,1,75473.35,1,1,3,113,5,Hibernating,Mysore,Karnataka,Direct
CUST01618,236,2,183376.47999999998,1,3,5,135,9,At Risk,Pune,Maharashtra,Referral
CUST01620,201,1,18592.44,2,1,2,212,5,Need Attention,Pune,Maharashtra,Organic
CUST01623,329,2,42227.409999999996,1,3,2,132,6,At Risk,Delhi,Delhi,Organic
CUST01624,113,2,66771.63,3,3,3,333,9,Promising,Agra,Uttar Pradesh,Social Media
CUST01627,29,2,20921.88,4,3,2,432,9,Potential Loyalist,Lucknow,Uttar Pradesh,Email
CUST01628,304,2,159036.66,1,3,5,135,9,At Risk,Bangalore,Karnataka,Email
CUST01629,193,1,13079.74,2,1,1,211,4,Need Attention,Vadodara,Gujarat,Email
CUST01630,8,4,163471.54,5,5,5,555,15,Champions,Bangalore,Karnataka,Social Media
CUST01631,223,2,130204.84,2,3,4,234,9,Need Attention,Madurai,Tamil Nadu,Paid Search
CUST01633,166,3,47460.89,2,4,3,243,9,Loyal,Delhi,Delhi,Social Media
CUST01636,25,1,3156.44,4,1,1,411,6,New Customers,Agra,Uttar Pradesh,Referral
CUST01637,308,1,40686.25,1,1,2,112,4,Hibernating,Siliguri,West Bengal,Referral
CUST01638,626,1,66744.76000000001,1,1,3,113,5,Hibernating,Udaipur,Rajasthan,Social Media
CUST01640,167,1,17840.07,2,1,2,212,5,Need Attention,Bangalore,Karnataka,Paid Search
CUST01642,41,1,50526.920000000006,4,1,3,413,8,New Customers,Coimbatore,Tamil Nadu,Paid Search
CUST01643,144,5,131203.01,2,5,4,254,11,Loyal,Bangalore,Karnataka,Referral
CUST01646,39,1,4953.79,4,1,1,411,6,New Customers,Siliguri,West Bengal,Email
CUST01648,34,1,2092.28,4,1,1,411,6,New Customers,Jaipur,Rajasthan,Direct
CUST01651,517,2,5616.0,1,3,1,131,5,At Risk,Ahmedabad,Gujarat,Social Media
CUST01653,145,3,128716.06,2,4,4,244,10,Loyal,Jaipur,Rajasthan,Social Media
CUST01656,43,4,202488.26,4,5,5,455,14,Champions,Jodhpur,Rajasthan,Referral
CUST01658,446,3,201280.15,1,4,5,145,10,Loyal,Agra,Uttar Pradesh,Paid Search
CUST01659,147,2,35519.68,2,3,2,232,7,Need Attention,Delhi,Delhi,Direct
CUST01660,147,1,1054.62,2,1,1,211,4,Need Attention,Hubli,Karnataka,Direct
CUST01663,102,1,12679.22,3,1,1,311,5,Need Attention,Siliguri,West Bengal,Social Media
CUST01664,20,2,72544.0,5,3,3,533,11,Potential Loyalist,Nagpur,Maharashtra,Organic
CUST01666,181,1,16061.26,2,1,1,211,4,Need Attention,Surat,Gujarat,Organic
CUST01668,102,1,142506.49,3,1,4,314,8,Promising,Chennai,Tamil Nadu,Paid Search
CUST01670,72,3,19583.059999999998,3,4,2,342,9,Loyal,Ahmedabad,Gujarat,Organic
CUST01674,67,2,296433.28,3,3,5,335,11,Promising,Vadodara,Gujarat,Organic
CUST01675,255,1,48350.5,1,1,3,113,5,Hibernating,Coimbatore,Tamil Nadu,Referral
CUST01678,174,1,58431.38,2,1,3,213,6,Need Attention,Coimbatore,Tamil Nadu,Social Media
CUST01679,384,1,19554.69,1,1,2,112,4,Hibernating,Kolkata,West Bengal,Email
CUST01682,294,1,78757.32,1,1,4,114,6,Cannot Lose,Agra,Uttar Pradesh,Social Media
CUST01684,366,1,58583.53,1,1,3,113,5,Hibernating,Udaipur,Rajasthan,Email
CUST01686,8,3,161818.79,5,4,5,545,14,Champions,Jodhpur,Rajasthan,Direct
CUST01688,28,1,61870.48,4,1,3,413,8,New Customers,Jaipur,Rajasthan,Paid Search
CUST01689,46,1,20698.15,4,1,2,412,7,New Customers,Kanpur,Uttar Pradesh,Referral
CUST01691,165,3,73433.55,2,4,3,243,9,Loyal,Delhi,Delhi,Direct
CUST01692,1,3,92564.18000000001,5,4,4,544,13,Champions,Kolkata,West Bengal,Organic
CUST01694,95,1,17012.35,3,1,2,312,6,Need Attention,Siliguri,West Bengal,Direct
CUST01695,573,2,92845.97,1,3,4,134,8,At Risk,Delhi,Delhi,Paid Search
CUST01697,104,1,29095.41,3,1,2,312,6,Need Attention,Nagpur,Maharashtra,Referral
CUST01698,46,2,82752.83,4,3,4,434,11,Potential Loyalist,Mysore,Karnataka,Email
CUST01699,61,2,60277.979999999996,3,3,3,333,9,Promising,Siliguri,West Bengal,Direct
CUST01700,233,4,130938.22999999998,1,5,4,154,10,Loyal,Kolkata,West Bengal,Paid Search
CUST01701,199,1,2380.28,2,1,1,211,4,Need Attention,Hubli,Karnataka,Direct
CUST01704,462,1,15228.880000000001,1,1,1,111,3,Hibernating,Kolkata,West Bengal,Referral
