customer_id,total_revenue,avg_order_value,order_count,first_order,last_order,customer_lifetime_days,signup_date,state,acquisition_channel,age,gender,historical_clv,purchase_frequency,clv_segment
CUST01238,226885.38999999998,56721.347499999996,4,2023-12-15,2024-09-07,268,2023-10-06,Uttar Pradesh,Organic,38,Other,226885.38999999998,0.40268456375838924,Very High
CUST01239,64699.869999999995,32349.934999999998,2,2023-10-11,2024-10-03,359,2023-05-19,Delhi,Email,62,M,64699.869999999995,0.15424164524421594,Medium
CUST01241,150802.46000000002,50267.48666666667,3,2024-02-22,2024-11-20,273,2024-02-07,Rajasthan,Email,50,M,150802.46000000002,0.297029702970297,Very High
CUST01242,19831.08,19831.08,1,2024-06-02,2024-06-02,1,2024-05-09,Tamil Nadu,Social Media,43,M,19831.08,0.9677419354838709,Low
CUST01243,19021.68,19021.68,1,2024-09-18,2024-09-18,1,2024-07-30,Delhi,Organic,48,Other,19021.68,0.9677419354838709,Low
CUST01244,30019.36,15009.68,2,2023-07-03,2023-09-06,66,2023-01-24,Maharashtra,Referral,34,M,30019.36,0.625,Low
CUST01245,197125.89,197125.89,1,2024-09-12,2024-09-12,1,2023-09-14,West Bengal,Direct,26,M,197125.89,0.9677419354838709,Very High
CUST01246,69568.42,34784.21,2,2024-05-24,2024-09-18,118,2024-05-21,Rajasthan,Paid Search,49,F,69568.42,0.4054054054054054,Medium
CUST01247,4016.58,4016.58,1,2023-07-10,2023-07-10,1,2023-06-12,Tamil Nadu,Email,65,Other,4016.58,0.9677419354838709,Very Low
CUST01248,19692.38,9846.19,2,2024-06-24,2024-10-23,122,2023-01-16,Tamil Nadu,Organic,35,F,19692.38,0.39473684210526316,Low
CUST01249,92508.04999999999,46254.024999999994,2,2024-09-16,2024-10-09,24,2024-08-13,Gujarat,Email,23,M,92508.04999999999,1.1111111111111112,High
CUST01250,67173.98000000001,22391.32666666667,3,2024-04-22,2024-06-12,52,2023-12-14,West Bengal,Social Media,40,M,67173.98000000001,1.0975609756097562,Medium
CUST01251,116114.34,38704.78,3,2024-11-01,2024-11-21,21,2024-07-14,Gujarat,Email,59,M,116114.34,1.7647058823529411,High
CUST01253,4494.47,4494.47,1,2024-08-02,2024-08-02,1,2024-05-13,Delhi,Organic,32,M,4494.47,0.9677419354838709,Very Low
CUST01254,89505.31999999999,44752.659999999996,2,2024-09-17,2024-10-13,27,2024-03-16,Gujarat,Direct,23,M,89505.31999999999,1.0526315789473684,High
CUST01257,166099.11000000002,83049.55500000001,2,2024-10-02,2024-11-01,31,2023-05-22,Rajasthan,Organic,39,M,166099.11000000002,0.9836065573770493,Very High
CUST01259,7195.64,7195.64,1,2024-05-24,2024-05-24,1,2023-08-30,Rajasthan,Direct,27,Other,7195.64,0.9677419354838709,Very Low
CUST01260,32294.66,32294.66,1,2024-09-30,2024-09-30,1,2023-10-11,Maharashtra,Email,60,Other,32294.66,0.9677419354838709,Low
CUST01261,109074.37,27268.5925,4,2024-03-13,2024-11-26,259,2023-09-11,Maharashtra,Paid Search,21,F,109074.37,0.4152249134948097,High
CUST01262,27778.64,27778.64,1,2024-12-20,2024-12-20,1,2024-12-20,Tamil Nadu,Email,35,M,27778.64,0.9677419354838709,Low
CUST01263,71364.20999999999,23788.069999999996,3,2023-11-26,2024-03-13,109,2023-11-10,Rajasthan,Organic,22,F,71364.20999999999,0.6474820143884893,Medium
CUST01267,107016.32,35672.10666666667,3,2024-08-20,2024-12-13,116,2024-08-19,Karnataka,Paid Search,50,F,107016.32,0.6164383561643835,High
CUST01269,446131.17000000004,63733.024285714295,7,2023-12-28,2024-12-15,354,2023-11-29,Gujarat,Referral,65,M,446131.17000000004,0.546875,Very High
CUST01271,28481.839999999997,28481.839999999997,1,2024-08-21,2024-08-21,1,2023-03-08,Uttar Pradesh,Email,35,M,28481.839999999997,0.9677419354838709,Low
CUST01273,47858.72,47858.72,1,2024-08-23,2024-08-23,1,2023-09-17,Tamil Nadu,Social Media,43,Other,47858.72,0.9677419354838709,Medium
CUST01274,19718.159999999996,19718.159999999996,1,2024-12-11,2024-12-11,1,2024-10-14,Delhi,Direct,42,Other,19718.159999999996,0.9677419354838709,Low
CUST01275,18218.75,18218.75,1,2024-11-16,2024-11-16,1,2024-10-05,Tamil Nadu,Paid Search,54,M,18218.75,0.9677419354838709,Low
CUST01276,79453.99,79453.99,1,2024-10-09,2024-10-09,1,2023-04-05,West Bengal,Email,39,F,79453.99,0.9677419354838709,High
CUST01279,25693.05,12846.525,2,2024-11-10,2024-11-29,20,2024-08-21,Delhi,Paid Search,59,Other,25693.05,1.2000000000000002,Low
CUST01280,27907.18,27907.18,1,2024-05-07,2024-05-07,1,2024-04-20,Delhi,Organic,53,Other,27907.18,0.9677419354838709,Low
CUST01283,70195.64,70195.64,1,2023-07-24,2023-07-24,1,2023-04-20,Rajasthan,Direct,65,F,70195.64,0.9677419354838709,Medium
CUST01286,81835.47,16367.094000000001,5,2024-11-13,2024-12-12,30,2024-10-30,Tamil Nadu,Paid Search,32,Other,81835.47,2.5,High
CUST01288,77090.79000000001,19272.697500000002,4,2023-09-19,2024-11-02,411,2023-03-17,Delhi,Direct,59,F,77090.79000000001,0.272108843537415,High
CUST01290,94510.17000000001,31503.390000000003,3,2024-01-07,2024-11-02,301,2023-12-09,Delhi,Paid Search,20,F,94510.17000000001,0.2719033232628399,High
CUST01291,9536.050000000001,9536.050000000001,1,2024-12-03,2024-12-03,1,2024-11-20,Maharashtra,Referral,32,Other,9536.050000000001,0.9677419354838709,Very Low
CUST01292,99129.39,24782.3475,4,2023-07-21,2024-11-25,494,2023-01-14,Tamil Nadu,Organic,29,F,99129.39,0.22900763358778628,High
CUST01293,49216.11,49216.11,1,2024-08-22,2024-08-22,1,2024-06-02,Rajasthan,Social Media,47,M,49216.11,0.9677419354838709,Medium
CUST01298,86489.71,43244.855,2,2023-04-12,2024-09-25,533,2023-02-26,Maharashtra,Referral,51,Other,86489.71,0.10657193605683837,High
CUST01299,193924.98,48481.245,4,2024-06-22,2024-11-26,158,2023-05-05,Maharashtra,Social Media,46,F,193924.98,0.6382978723404256,Very High
CUST01300,56217.979999999996,28108.989999999998,2,2023-09-08,2023-12-30,114,2023-02-18,Uttar Pradesh,Referral,28,F,56217.979999999996,0.4166666666666667,Medium
CUST01303,140727.03,140727.03,1,2024-11-17,2024-11-17,1,2024-10-03,Karnataka,Email,62,Other,140727.03,0.9677419354838709,High
CUST01304,94306.55000000002,94306.55000000002,1,2024-12-22,2024-12-22,1,2024-12-21,Delhi,Referral,38,F,94306.55000000002,0.9677419354838709,High
CUST01305,31749.550000000003,31749.550000000003,1,2024-10-05,2024-10-05,1,2024-08-27,Maharashtra,Referral,55,Other,31749.550000000003,0.9677419354838709,Low
CUST01306,1075.82,1075.82,1,2024-12-06,2024-12-06,1,2024-03-12,Tamil Nadu,Organic,34,F,1075.82,0.9677419354838709,Very Low
CUST01308,43893.479999999996,21946.739999999998,2,2023-10-13,2024-06-29,261,2023-02-18,Rajasthan,Social Media,23,Other,43893.479999999996,0.2061855670103093,Medium
CUST01309,129934.78,129934.78,1,2023-11-10,2023-11-10,1,2023-10-25,West Bengal,Referral,53,F,129934.78,0.9677419354838709,High
CUST01310,9672.380000000001,3224.126666666667,3,2024-03-18,2024-12-22,280,2023-06-25,Maharashtra,Social Media,54,Other,9672.380000000001,0.29032258064516125,Very Low
CUST01311,94670.54,23667.635,4,2024-10-24,2024-12-07,45,2024-09-25,Delhi,Paid Search,29,Other,94670.54,1.6,High
CUST01312,26730.21,26730.21,1,2024-06-20,2024-06-20,1,2024-04-02,Maharashtra,Social Media,37,Other,26730.21,0.9677419354838709,Low
CUST01314,229675.48,76558.49333333333,3,2024-11-09,2024-12-29,51,2024-10-28,Delhi,Organic,57,F,229675.48,1.111111111111111,Very High
CUST01317,28980.379999999997,28980.379999999997,1,2024-03-06,2024-03-06,1,2023-03-28,Rajasthan,Referral,46,M,28980.379999999997,0.9677419354838709,Low
CUST01318,178404.12,178404.12,1,2023-11-12,2023-11-12,1,2023-02-03,Maharashtra,Email,35,Other,178404.12,0.9677419354838709,Very High
CUST01319,29148.53,29148.53,1,2024-05-22,2024-05-22,1,2023-02-06,Tamil Nadu,Paid Search,27,M,29148.53,0.9677419354838709,Low
CUST01322,90812.25,90812.25,1,2024-08-21,2024-08-21,1,2024-06-16,West Bengal,Paid Search,61,F,90812.25,0.9677419354838709,High
CUST01325,67319.05,9617.007142857143,7,2024-03-18,2024-11-06,234,2023-12-17,West Bengal,Referral,53,M,67319.05,0.7954545454545454,Medium
CUST01326,255882.91,85294.30333333333,3,2024-10-21,2024-11-06,17,2024-09-26,Uttar Pradesh,Paid Search,25,Other,255882.91,1.9148936170212767,Very High
CUST01333,35776.479999999996,17888.239999999998,2,2023-10-10,2024-06-16,251,2023-03-07,Rajasthan,Paid Search,57,M,35776.479999999996,0.21352313167259784,Low
CUST01334,102260.0,34086.666666666664,3,2024-10-27,2024-11-03,8,2024-06-08,Uttar Pradesh,Organic,25,M,102260.0,2.368421052631579,High
CUST01335,28417.38,28417.38,1,2024-12-25,2024-12-25,1,2024-07-02,Rajasthan,Organic,65,M,28417.38,0.9677419354838709,Low
CUST01336,72759.51,24253.17,3,2023-11-07,2024-07-10,247,2023-05-23,West Bengal,Organic,39,F,72759.51,0.3249097472924188,Medium
CUST01340,149067.13999999998,74533.56999999999,2,2024-06-18,2024-07-09,22,2024-05-01,Gujarat,Direct,54,Other,149067.13999999998,1.1538461538461537,Very High
CUST01341,17112.97,8556.485,2,2024-12-05,2024-12-21,17,2024-11-27,Maharashtra,Paid Search,39,F,17112.97,1.2765957446808511,Low
CUST01343,6794.09,6794.09,1,2023-05-30,2023-05-30,1,2023-01-20,Rajasthan,Direct,47,Other,6794.09,0.9677419354838709,Very Low
CUST01345,25631.79,12815.895,2,2024-06-10,2024-07-02,23,2023-11-13,Uttar Pradesh,Direct,61,F,25631.79,1.1320754716981132,Low
CUST01346,187094.52999999997,37418.905999999995,5,2023-08-30,2024-12-08,467,2023-04-12,Maharashtra,Email,61,F,187094.52999999997,0.30181086519114686,Very High
CUST01347,57465.09,19155.03,3,2024-01-23,2024-09-02,224,2023-12-17,Gujarat,Paid Search,35,M,57465.09,0.3543307086614173,Medium
CUST01348,165733.58000000002,33146.716,5,2024-01-12,2024-11-08,302,2023-12-08,Gujarat,Direct,52,M,165733.58000000002,0.45180722891566266,Very High
CUST01349,351719.19,70343.838,5,2024-11-17,2024-12-11,25,2024-10-12,West Bengal,Email,25,F,351719.19,2.727272727272727,Very High
CUST01350,317205.46,105735.15333333334,3,2023-10-24,2024-12-11,415,2023-10-08,Gujarat,Organic,35,F,317205.46,0.20224719101123595,Very High
CUST01352,179017.87,29836.311666666665,6,2024-10-23,2024-12-24,63,2024-07-19,Uttar Pradesh,Email,37,M,179017.87,1.9354838709677418,Very High
CUST01353,2594.39,2594.39,1,2023-08-13,2023-08-13,1,2023-03-06,Karnataka,Organic,30,M,2594.39,0.9677419354838709,Very Low
CUST01355,94807.66,23701.915,4,2024-10-23,2024-12-25,64,2024-10-09,Delhi,Social Media,48,Other,94807.66,1.2765957446808511,High
CUST01356,145212.2,48404.06666666667,3,2024-06-02,2024-11-25,177,2023-11-10,Uttar Pradesh,Paid Search,24,Other,145212.2,0.43478260869565216,Very High
CUST01363,22370.45,11185.225,2,2023-10-01,2024-05-11,224,2023-03-26,Karnataka,Paid Search,28,F,22370.45,0.23622047244094488,Low
CUST01364,58315.34,58315.34,1,2024-07-25,2024-07-25,1,2024-07-03,Karnataka,Email,53,Other,58315.34,0.9677419354838709,Medium
CUST01373,98994.43000000001,19798.886000000002,5,2023-11-12,2024-12-28,413,2023-10-01,Karnataka,Email,26,M,98994.43000000001,0.3386004514672686,High
CUST01374,15344.16,15344.16,1,2024-02-20,2024-02-20,1,2023-07-29,Rajasthan,Referral,37,Other,15344.16,0.9677419354838709,Very Low
CUST01376,23345.869999999995,11672.934999999998,2,2024-10-15,2024-12-17,64,2024-08-26,Uttar Pradesh,Referral,29,Other,23345.869999999995,0.6382978723404256,Low
CUST01377,7724.98,7724.98,1,2024-11-11,2024-11-11,1,2024-10-14,Gujarat,Referral,49,M,7724.98,0.9677419354838709,Very Low
CUST01378,142928.94,35732.235,4,2024-10-27,2024-12-07,42,2024-10-23,Karnataka,Organic,40,F,142928.94,1.6666666666666667,Very High
CUST01379,62325.15,31162.575,2,2024-04-11,2024-09-19,162,2023-12-28,Rajasthan,Social Media,40,Other,62325.15,0.3125,Medium
CUST01380,2166.05,2166.05,1,2023-12-19,2023-12-19,1,2023-12-03,Delhi,Referral,63,M,2166.05,0.9677419354838709,Very Low
CUST01383,225584.39,225584.39,1,2024-12-14,2024-12-14,1,2024-12-04,Tamil Nadu,Paid Search,48,F,225584.39,0.9677419354838709,Very High
CUST01388,22194.44,22194.44,1,2023-04-24,2023-04-24,1,2023-03-10,Gujarat,Organic,46,M,22194.44,0.9677419354838709,Low
CUST01389,71571.61,35785.805,2,2024-10-31,2024-11-12,13,2024-04-11,Uttar Pradesh,Organic,56,M,71571.61,1.3953488372093024,Medium
CUST01390,61991.72,61991.72,1,2024-12-20,2024-12-20,1,2024-11-25,West Bengal,Referral,59,Other,61991.72,0.9677419354838709,Medium
CUST01393,9069.39,9069.39,1,2023-05-07,2023-05-07,1,2023-04-26,Uttar Pradesh,Email,54,F,9069.39,0.9677419354838709,Very Low
CUST01394,142428.08000000002,47476.02666666667,3,2023-07-05,2024-05-22,323,2023-06-30,Tamil Nadu,Direct,38,F,142428.08000000002,0.254957507082153,High
CUST01396,128358.19,64179.095,2,2024-12-02,2024-12-22,21,2024-11-18,Maharashtra,Email,43,M,128358.19,1.1764705882352942,High
CUST01397,164241.18,54747.06,3,2024-08-12,2024-11-14,95,2024-07-20,Uttar Pradesh,Social Media,53,M,164241.18,0.7200000000000001,Very High
CUST01399,108338.42000000001,54169.21000000001,2,2024-02-14,2024-10-21,251,2023-11-10,Uttar Pradesh,Paid Search,45,Other,108338.42000000001,0.21352313167259784,High
CUST01403,21083.73,10541.865,2,2024-12-07,2024-12-20,14,2024-11-18,West Bengal,Referral,27,F,21083.73,1.3636363636363635,Low
CUST01404,126260.59999999999,25252.12,5,2024-05-02,2024-12-01,214,2024-04-07,Delhi,Organic,22,Other,126260.59999999999,0.6147540983606558,High
CUST01407,19761.33,19761.33,1,2024-07-16,2024-07-16,1,2024-03-08,West Bengal,Direct,56,F,19761.33,0.9677419354838709,Low
CUST01408,7365.19,7365.19,1,2024-06-27,2024-06-27,1,2024-06-05,Delhi,Email,45,Other,7365.19,0.9677419354838709,Very Low
CUST01411,31358.65,31358.65,1,2024-10-04,2024-10-04,1,2024-01-28,Tamil Nadu,Email,35,F,31358.65,0.9677419354838709,Low
CUST01412,1948.46,1948.46,1,2024-09-03,2024-09-03,1,2024-05-29,Gujarat,Organic,54,F,1948.46,0.9677419354838709,Very Low
CUST01415,11912.23,11912.23,1,2024-09-21,2024-09-21,1,2024-03-08,Uttar Pradesh,Email,23,Other,11912.23,0.9677419354838709,Very Low
CUST01416,131186.09,131186.09,1,2024-11-11,2024-11-11,1,2024-10-13,Karnataka,Referral,58,Other,131186.09,0.9677419354838709,High
CUST01418,12543.91,12543.91,1,2024-02-03,2024-02-03,1,2023-10-11,Uttar Pradesh,Organic,39,Other,12543.91,0.9677419354838709,Very Low
CUST01419,3522.14,3522.14,1,2024-08-22,2024-08-22,1,2024-07-29,Maharashtra,Referral,50,F,3522.14,0.9677419354838709,Very Low
CUST01423,118998.1,39666.03333333333,3,2024-08-05,2024-12-10,128,2024-05-22,Rajasthan,Paid Search,54,M,118998.1,0.569620253164557,High
CUST01425,24988.48,24988.48,1,2024-10-25,2024-10-25,1,2024-08-25,Rajasthan,Paid Search,50,M,24988.48,0.9677419354838709,Low
CUST01429,225732.57,225732.57,1,2024-11-05,2024-11-05,1,2024-09-20,Delhi,Direct,33,F,225732.57,0.9677419354838709,Very High
CUST01430,3198.0,3198.0,1,2024-10-04,2024-10-04,1,2024-03-14,Delhi,Social Media,23,M,3198.0,0.9677419354838709,Very Low
CUST01432,3406.29,3406.29,1,2024-05-28,2024-05-28,1,2024-02-29,Rajasthan,Direct,28,M,3406.29,0.9677419354838709,Very Low
CUST01433,18776.870000000003,9388.435000000001,2,2023-05-03,2023-10-20,171,2023-01-14,Gujarat,Direct,34,M,18776.870000000003,0.29850746268656714,Low
CUST01437,43463.97,21731.985,2,2023-10-18,2024-06-12,239,2023-02-11,West Bengal,Social Media,46,F,43463.97,0.22304832713754646,Medium
CUST01439,132693.72,132693.72,1,2024-09-30,2024-09-30,1,2024-06-01,Gujarat,Email,59,F,132693.72,0.9677419354838709,High
CUST01440,119708.14,29927.035,4,2023-09-14,2024-10-25,408,2023-02-09,Gujarat,Social Media,24,F,119708.14,0.273972602739726,High
CUST01445,4777.75,4777.75,1,2024-12-09,2024-12-09,1,2024-01-28,Karnataka,Referral,40,M,4777.75,0.9677419354838709,Very Low
CUST01446,98069.62999999999,32689.876666666663,3,2023-03-24,2024-09-09,536,2023-01-28,Uttar Pradesh,Paid Search,20,M,98069.62999999999,0.15901060070671377,High
CUST01447,18225.57,18225.57,1,2024-02-10,2024-02-10,1,2024-02-09,Karnataka,Email,60,M,18225.57,0.9677419354838709,Low
CUST01448,22101.64,22101.64,1,2024-02-05,2024-02-05,1,2024-01-03,Karnataka,Organic,23,Other,22101.64,0.9677419354838709,Low
CUST01449,24577.05,12288.525,2,2023-04-23,2023-07-04,73,2023-04-21,Delhi,Direct,59,Other,24577.05,0.5825242718446603,Low
CUST01450,119327.67,59663.835,2,2024-04-07,2024-09-06,153,2024-02-26,Delhi,Direct,29,F,119327.67,0.3278688524590164,High
CUST01451,80011.99,20002.9975,4,2023-10-09,2024-12-28,447,2023-04-14,Uttar Pradesh,Direct,22,Other,80011.99,0.25157232704402516,High
CUST01452,93313.6,46656.8,2,2024-03-04,2024-07-15,134,2024-01-15,Rajasthan,Referral,62,Other,93313.6,0.36585365853658536,High
CUST01455,237347.7,79115.90000000001,3,2024-10-12,2024-11-30,50,2024-05-26,Uttar Pradesh,Paid Search,46,M,237347.7,1.1249999999999998,Very High
CUST01456,69866.16,69866.16,1,2024-10-04,2024-10-04,1,2024-04-15,Rajasthan,Email,43,M,69866.16,0.9677419354838709,Medium
CUST01457,11124.4,11124.4,1,2023-12-23,2023-12-23,1,2023-01-13,Rajasthan,Paid Search,52,F,11124.4,0.9677419354838709,Very Low
CUST01459,61433.93,61433.93,1,2024-07-31,2024-07-31,1,2024-06-18,Uttar Pradesh,Organic,22,M,61433.93,0.9677419354838709,Medium
CUST01460,51457.05,51457.05,1,2024-10-12,2024-10-12,1,2023-08-11,Uttar Pradesh,Organic,49,M,51457.05,0.9677419354838709,Medium
CUST01461,57668.93,57668.93,1,2024-11-22,2024-11-22,1,2024-05-29,Maharashtra,Direct,42,F,57668.93,0.9677419354838709,Medium
CUST01464,53897.08,26948.54,2,2024-03-05,2024-12-19,290,2023-03-18,Karnataka,Paid Search,18,F,53897.08,0.1875,Medium
CUST01471,34624.939999999995,34624.939999999995,1,2024-03-26,2024-03-26,1,2023-10-13,Rajasthan,Direct,46,Other,34624.939999999995,0.9677419354838709,Low
CUST01472,82769.84999999999,16553.969999999998,5,2023-08-21,2024-09-24,401,2023-07-13,Tamil Nadu,Organic,30,M,82769.84999999999,0.3480278422273782,High
CUST01473,207549.62999999998,51887.407499999994,4,2024-12-23,2024-12-26,4,2024-12-23,Tamil Nadu,Referral,22,Other,207549.62999999998,3.5294117647058822,Very High
CUST01474,13339.08,13339.08,1,2024-09-19,2024-09-19,1,2024-04-17,Uttar Pradesh,Email,46,M,13339.08,0.9677419354838709,Very Low
CUST01475,9617.11,4808.555,2,2024-05-31,2024-09-16,109,2023-09-12,Maharashtra,Organic,39,Other,9617.11,0.43165467625899284,Very Low
CUST01481,173557.76,57852.58666666667,3,2023-11-30,2024-09-24,300,2023-11-10,Maharashtra,Direct,21,F,173557.76,0.2727272727272727,Very High
CUST01483,1300.55,1300.55,1,2024-12-18,2024-12-18,1,2024-06-22,Karnataka,Organic,49,Other,1300.55,0.9677419354838709,Very Low
CUST01486,26995.94,26995.94,1,2024-01-07,2024-01-07,1,2023-12-09,Delhi,Paid Search,20,Other,26995.94,0.9677419354838709,Low
CUST01488,51098.909999999996,25549.454999999998,2,2024-03-23,2024-12-23,276,2024-01-18,Delhi,Paid Search,62,F,51098.909999999996,0.19607843137254904,Medium
CUST01490,21539.66,21539.66,1,2024-11-27,2024-11-27,1,2024-10-17,Delhi,Direct,57,F,21539.66,0.9677419354838709,Low
CUST01493,34200.03,11400.01,3,2023-07-03,2024-11-04,491,2023-02-17,Uttar Pradesh,Direct,48,Other,34200.03,0.1727447216890595,Low
CUST01497,291097.54000000004,48516.256666666675,6,2024-09-25,2024-12-21,88,2024-09-19,Karnataka,Social Media,40,F,291097.54000000004,1.5254237288135595,Very High
CUST01500,723.82,723.82,1,2024-12-15,2024-12-15,1,2024-08-10,Tamil Nadu,Direct,60,M,723.82,0.9677419354838709,Very Low
CUST01503,51317.56,51317.56,1,2024-08-08,2024-08-08,1,2024-07-29,Maharashtra,Direct,41,F,51317.56,0.9677419354838709,Medium
CUST01504,40103.920000000006,40103.920000000006,1,2024-07-29,2024-07-29,1,2023-07-25,Tamil Nadu,Social Media,39,Other,40103.920000000006,0.9677419354838709,Low
CUST01506,113378.08,56689.04,2,2024-06-11,2024-09-24,106,2023-04-04,Delhi,Organic,49,Other,113378.08,0.4411764705882353,High
CUST01508,174442.36,58147.45333333333,3,2024-07-06,2024-10-14,101,2023-11-25,Gujarat,Paid Search,65,Other,174442.36,0.6870229007633587,Very High
CUST01509,4176.93,4176.93,1,2024-04-17,2024-04-17,1,2023-07-25,Gujarat,Organic,38,M,4176.93,0.9677419354838709,Very Low
CUST01511,1017.71,1017.71,1,2024-10-20,2024-10-20,1,2024-10-15,West Bengal,Organic,48,Other,1017.71,0.9677419354838709,Very Low
CUST01513,271519.58,38788.51142857143,7,2023-10-28,2024-09-03,312,2023-06-04,Rajasthan,Referral,41,M,271519.58,0.6140350877192983,Very High
CUST01516,25180.96,12590.48,2,2024-08-07,2024-08-09,3,2024-04-17,Maharashtra,Paid Search,25,F,25180.96,1.8181818181818181,Low
CUST01517,165910.77,82955.385,2,2023-04-15,2023-09-13,152,2023-01-13,Rajasthan,Paid Search,39,M,165910.77,0.32967032967032966,Very High
CUST01519,42507.08,21253.54,2,2024-10-10,2024-12-22,74,2024-09-14,Delhi,Organic,44,Other,42507.08,0.5769230769230769,Low
CUST01520,16151.56,16151.56,1,2024-07-23,2024-07-23,1,2024-01-19,Rajasthan,Email,48,F,16151.56,0.9677419354838709,Very Low
CUST01523,98015.74,98015.74,1,2024-11-21,2024-11-21,1,2024-10-04,Tamil Nadu,Paid Search,54,M,98015.74,0.9677419354838709,High
CUST01524,230394.95,76798.31666666667,3,2023-06-19,2024-11-29,530,2023-01-29,West Bengal,Organic,48,Other,230394.95,0.1607142857142857,Very High
CUST01525,232603.24,58150.81,4,2023-10-15,2024-09-23,345,2023-10-08,Maharashtra,Email,43,F,232603.24,0.32,Very High
CUST01526,5673.759999999999,2836.8799999999997,2,2023-11-26,2024-07-28,246,2023-06-23,Karnataka,Referral,33,M,5673.759999999999,0.2173913043478261,Very Low
CUST01527,282898.58999999997,47149.76499999999,6,2023-09-18,2024-09-27,376,2023-09-08,Maharashtra,Direct,44,M,282898.58999999997,0.4433497536945813,Very High
CUST01528,309848.65,77462.1625,4,2024-08-06,2024-12-14,131,2024-07-11,Delhi,Social Media,33,Other,309848.65,0.7453416149068324,Very High
CUST01530,68168.70000000001,22722.900000000005,3,2023-04-22,2024-11-06,565,2023-02-24,Delhi,Email,65,Other,68168.70000000001,0.1512605042016807,Medium
CUST01533,661804.26,94543.46571428572,7,2024-04-14,2024-10-31,201,2024-04-09,Maharashtra,Organic,42,Other,661804.26,0.9090909090909091,Very High
CUST01536,3087.09,3087.09,1,2024-12-29,2024-12-29,1,2024-12-29,Tamil Nadu,Organic,57,F,3087.09,0.9677419354838709,Very Low
CUST01538,28295.71,28295.71,1,2024-07-23,2024-07-23,1,2024-03-10,Karnataka,Social Media,47,Other,28295.71,0.9677419354838709,Low
CUST01541,69791.40999999999,69791.40999999999,1,2024-11-25,2024-11-25,1,2023-02-19,Gujarat,Email,25,Other,69791.40999999999,0.9677419354838709,Medium
CUST01544,45838.119999999995,45838.119999999995,1,2024-06-28,2024-06-28,1,2023-12-28,West Bengal,Organic,22,F,45838.119999999995,0.9677419354838709,Medium
CUST01545,153774.53,76887.265,2,2024-05-11,2024-07-31,82,2024-05-10,Gujarat,Referral,50,Other,153774.53,0.5357142857142857,Very High
CUST01547,117810.15000000001,58905.075000000004,2,2024-12-12,2024-12-12,1,2024-06-25,Uttar Pradesh,Email,41,Other,117810.15000000001,1.9354838709677418,High
CUST01548,82998.13,41499.065,2,2024-11-06,2024-12-22,47,2023-10-21,Karnataka,Referral,23,M,82998.13,0.7792207792207793,High
CUST01549,33807.27,16903.635,2,2024-05-24,2024-10-26,156,2024-04-10,West Bengal,Social Media,22,M,33807.27,0.3225806451612903,Low
CUST01553,82165.28,41082.64,2,2024-09-20,2024-12-24,96,2024-04-04,Delhi,Social Media,44,F,82165.28,0.47619047619047616,High
CUST01562,19344.77,19344.77,1,2024-06-12,2024-06-12,1,2024-02-14,Delhi,Paid Search,25,M,19344.77,0.9677419354838709,Low
CUST01563,36011.43,36011.43,1,2024-07-28,2024-07-28,1,2023-09-13,Gujarat,Paid Search,46,F,36011.43,0.9677419354838709,Low
CUST01564,251843.67,50368.734000000004,5,2024-03-26,2024-07-23,120,2024-01-07,Gujarat,Paid Search,53,Other,251843.67,1.0,Very High
CUST01566,112305.49,37435.16333333334,3,2024-01-04,2024-07-21,200,2023-10-20,Gujarat,Email,28,Other,112305.49,0.3913043478260869,High
CUST01569,2687.5,2687.5,1,2024-08-02,2024-08-02,1,2024-02-02,Gujarat,Direct,36,F,2687.5,0.9677419354838709,Very Low
CUST01570,214697.19,71565.73,3,2024-06-09,2024-11-08,153,2024-05-11,Uttar Pradesh,Direct,27,Other,214697.19,0.49180327868852464,Very High
CUST01573,16653.120000000003,16653.120000000003,1,2024-02-10,2024-02-10,1,2023-12-30,Karnataka,Organic,43,Other,16653.120000000003,0.9677419354838709,Very Low
CUST01575,109247.05,27311.7625,4,2024-09-11,2024-11-25,76,2024-09-08,Maharashtra,Direct,30,Other,109247.05,1.1320754716981132,High
CUST01579,124052.37,62026.185,2,2024-11-08,2024-12-18,41,2024-10-05,Maharashtra,Social Media,43,M,124052.37,0.8450704225352113,High
CUST01580,84156.86000000002,84156.86000000002,1,2024-12-28,2024-12-28,1,2024-12-28,West Bengal,Referral,41,M,84156.86000000002,0.9677419354838709,High
CUST01581,64801.119999999995,32400.559999999998,2,2023-10-22,2023-11-15,25,2023-02-07,Uttar Pradesh,Social Media,37,F,64801.119999999995,1.0909090909090908,Medium
CUST01585,20092.38,10046.19,2,2024-02-24,2024-11-12,263,2023-05-05,Karnataka,Paid Search,37,F,20092.38,0.20477815699658702,Low
CUST01587,1046.09,1046.09,1,2024-05-07,2024-05-07,1,2023-06-28,Maharashtra,Direct,35,F,1046.09,0.9677419354838709,Very Low
CUST01588,35427.15,35427.15,1,2024-08-16,2024-08-16,1,2023-12-23,Delhi,Direct,54,M,35427.15,0.9677419354838709,Low
CUST01589,16799.71,16799.71,1,2023-07-30,2023-07-30,1,2023-04-18,Tamil Nadu,Referral,36,Other,16799.71,0.9677419354838709,Very Low
CUST01591,105867.99,35289.33,3,2024-08-31,2024-11-16,78,2024-07-24,Rajasthan,Direct,47,M,105867.99,0.8333333333333333,High
